DATE,STIOLD
1989-12-27,1170.07
1989-12-28,1170.96
1989-12-29,1165.96
1990-01-02,1180.8
1990-01-03,1199.66
1990-01-04,1217.47
1990-01-05,1214.11
1990-01-08,1219.7
1990-01-09,1226.08
1990-01-10,1228.02
1990-01-11,1229.03
1990-01-12,1221.31
1990-01-15,1197.25
1990-01-16,1188.14
1990-01-17,1198.53
1990-01-18,1198.69
1990-01-19,1197.91
1990-01-22,1203.29
1990-01-23,1189.86
1990-01-24,1171.83
1990-01-25,1170.63
1990-01-26,1170.94
1990-01-30,1205.71
1990-01-31,1208.69
1990-02-01,1227.9
1990-02-02,1240.89
1990-02-05,1264.73
1990-02-06,1269.46
1990-02-07,1259.85
1990-02-08,1254.04
1990-02-09,1250.85
1990-02-12,1258.14
1990-02-13,1250.1
1990-02-14,1243.4
1990-02-15,1256.73
1990-02-16,1256.48
1990-02-19,1262.31
1990-02-20,1261.43
1990-02-21,1224.66
1990-02-22,1236.23
1990-02-23,1223.83
1990-02-26,1189.13
1990-02-27,1208.08
1990-02-28,1224.39
1990-03-01,1220.78
1990-03-02,1226.56
1990-03-05,1233.53
1990-03-06,1230.87
1990-03-07,1237.35
1990-03-08,1244.8
1990-03-09,1246.31
1990-03-12,1244.94
1990-03-13,1229.6
1990-03-14,1225.44
1990-03-15,1227.16
1990-03-16,1231.97
1990-03-19,1226.31
1990-03-20,1223.37
1990-03-21,1227.94
1990-03-22,1225.53
1990-03-23,1237.38
1990-03-26,1257.54
1990-03-27,1261.42
1990-03-28,1259.79
1990-03-29,1246.51
1990-03-30,1239.25
1990-04-02,1210.4
1990-04-03,1211.8
1990-04-04,1206.81
1990-04-05,1191.32
1990-04-06,1182.94
1990-04-09,1180.56
1990-04-10,1186.6
1990-04-11,1197.78
1990-04-12,1199.56
1990-04-16,1201.23
1990-04-17,1200.01
1990-04-18,1204.29
1990-04-19,1199.18
1990-04-20,1194.08
1990-04-23,1181.49
1990-04-24,1160.18
1990-04-25,1149.61
1990-04-27,1156.07
1990-04-30,1148.5
1990-05-02,1149.58
1990-05-03,1152.89
1990-05-04,1167.85
1990-05-07,1203.53
1990-05-08,1205.79
1990-05-10,1219.05
1990-05-11,1228.0
1990-05-14,1240.91
1990-05-15,1239.75
1990-05-16,1233.05
1990-05-17,1236.54
1990-05-18,1266.53
1990-05-21,1285.89
1990-05-22,1298.53
1990-05-23,1291.75
1990-05-24,1288.16
1990-05-25,1283.47
1990-05-28,1278.83
1990-05-29,1281.12
1990-05-30,1284.53
1990-05-31,1282.82
1990-06-01,1280.49
1990-06-04,1279.25
1990-06-05,1272.62
1990-06-06,1266.19
1990-06-07,1278.36
1990-06-08,1286.84
1990-06-11,1284.37
1990-06-12,1279.08
1990-06-13,1275.23
1990-06-14,1262.62
1990-06-15,1271.5
1990-06-18,1273.53
1990-06-19,1264.71
1990-06-20,1263.76
1990-06-21,1269.27
1990-06-22,1272.22
1990-06-25,1271.02
1990-06-26,1273.12
1990-06-27,1280.22
1990-06-28,1269.3
1990-06-29,1256.4
1990-07-02,1249.4
1990-07-04,1256.48
1990-07-05,1263.04
1990-07-06,1261.13
1990-07-09,1262.69
1990-07-10,1263.78
1990-07-11,1270.4
1990-07-12,1278.24
1990-07-13,1297.58
1990-07-16,1304.49
1990-07-17,1303.04
1990-07-18,1298.15
1990-07-19,1293.64
1990-07-20,1290.63
1990-07-23,1296.35
1990-07-24,1286.91
1990-07-25,1296.72
1990-07-26,1298.83
1990-07-27,1302.22
1990-07-30,1293.56
1990-07-31,1292.89
1990-08-01,1292.01
1990-08-02,1264.69
1990-08-03,1247.84
1990-08-06,1157.41
1990-08-07,1113.51
1990-08-08,1128.31
1990-08-10,1110.58
1990-08-13,1063.46
1990-08-14,1066.79
1990-08-15,1090.96
1990-08-16,1092.4
1990-08-17,1078.85
1990-08-20,1043.26
1990-08-21,1015.4
1990-08-22,951.86
1990-08-23,916.28
1990-08-24,945.53
1990-08-27,982.34
1990-08-28,996.27
1990-08-29,986.39
1990-08-30,1028.11
1990-08-31,1040.48
1990-09-03,1026.59
1990-09-04,1015.9
1990-09-05,1017.82
1990-09-06,1006.88
1990-09-07,997.01
1990-09-10,1007.43
1990-09-11,1005.16
1990-09-12,1007.6
1990-09-13,1002.2
1990-09-14,987.82
1990-09-17,959.2
1990-09-18,947.91
1990-09-19,943.75
1990-09-20,940.85
1990-09-21,925.62
1990-09-24,910.2
1990-09-25,891.69
1990-09-26,872.78
1990-09-27,871.11
1990-09-28,863.69
1990-10-01,867.73
1990-10-02,902.0
1990-10-03,885.57
1990-10-04,881.43
1990-10-05,878.5
1990-10-08,877.95
1990-10-09,871.29
1990-10-10,857.48
1990-10-11,855.63
1990-10-12,862.53
1990-10-15,867.47
1990-10-16,864.47
1990-10-18,868.66
1990-10-19,897.51
1990-10-22,927.2
1990-10-23,960.36
1990-10-24,962.59
1990-10-25,960.08
1990-10-26,936.9
1990-10-29,944.62
1990-10-30,932.24
1990-10-31,917.44
1990-11-01,901.5
1990-11-02,896.61
1990-11-05,895.65
1990-11-06,893.5
1990-11-07,885.62
1990-11-08,873.71
1990-11-09,869.78
1990-11-12,875.81
1990-11-13,892.2
1990-11-14,896.27
1990-11-15,896.48
1990-11-16,893.55
1990-11-19,900.29
1990-11-20,901.55
1990-11-21,897.84
1990-11-22,903.65
1990-11-23,903.91
1990-11-26,898.23
1990-11-27,895.14
1990-11-28,891.68
1990-11-29,883.26
1990-11-30,879.82
1990-12-03,895.23
1990-12-04,895.26
1990-12-05,897.74
1990-12-06,923.14
1990-12-07,959.41
1990-12-10,943.59
1990-12-11,938.41
1990-12-12,943.71
1990-12-13,955.69
1990-12-14,953.28
1990-12-17,938.37
1990-12-18,945.49
1990-12-19,941.16
1990-12-20,942.77
1990-12-21,940.96
1990-12-26,929.4
1990-12-27,940.13
1990-12-28,947.49
1991-01-02,940.36
1991-01-03,947.75
1991-01-04,952.62
1991-01-07,947.01
1991-01-08,932.72
1991-01-09,940.59
1991-01-10,937.69
1991-01-11,943.8
1991-01-14,940.45
1991-01-15,929.48
1991-01-16,919.18
1991-01-17,965.26
1991-01-18,966.97
1991-01-21,957.61
1991-01-22,959.33
1991-01-23,949.01
1991-01-24,956.37
1991-01-25,979.8
1991-01-28,989.68
1991-01-29,988.72
1991-01-30,983.65
1991-01-31,999.76
1991-02-01,1000.51
1991-02-04,1009.9
1991-02-05,1027.71
1991-02-06,1030.92
1991-02-07,1032.54
1991-02-08,1024.62
1991-02-11,1030.54
1991-02-12,1042.07
1991-02-13,1051.24
1991-02-14,1067.06
1991-02-18,1103.43
1991-02-19,1104.85
1991-02-20,1115.54
1991-02-21,1100.06
1991-02-22,1114.3
1991-02-25,1118.37
1991-02-26,1134.93
1991-02-27,1140.47
1991-02-28,1156.2
1991-03-01,1153.89
1991-03-04,1164.68
1991-03-05,1176.16
1991-03-06,1201.81
1991-03-07,1220.49
1991-03-08,1217.4
1991-03-11,1199.68
1991-03-12,1186.21
1991-03-13,1187.6
1991-03-14,1200.56
1991-03-15,1203.45
1991-03-18,1197.11
1991-03-19,1197.14
1991-03-20,1171.2
1991-03-21,1171.8
1991-03-22,1185.77
1991-03-25,1191.24
1991-03-26,1184.71
1991-03-27,1187.38
1991-03-28,1197.12
1991-04-01,1185.84
1991-04-02,1179.93
1991-04-03,1193.05
1991-04-04,1201.02
1991-04-05,1198.27
1991-04-08,1188.67
1991-04-09,1171.63
1991-04-10,1162.19
1991-04-11,1171.43
1991-04-12,1179.4
1991-04-15,1184.27
1991-04-17,1205.72
1991-04-18,1218.82
1991-04-19,1226.6
1991-04-22,1225.36
1991-04-23,1223.28
1991-04-24,1221.65
1991-04-25,1229.72
1991-04-26,1241.52
1991-04-29,1240.31
1991-04-30,1232.95
1991-05-02,1233.52
1991-05-03,1224.75
1991-05-06,1202.42
1991-05-07,1211.61
1991-05-08,1207.39
1991-05-09,1212.02
1991-05-10,1213.28
1991-05-13,1202.18
1991-05-14,1207.13
1991-05-15,1200.97
1991-05-16,1192.24
1991-05-17,1200.26
1991-05-20,1214.8
1991-05-21,1211.29
1991-05-22,1216.94
1991-05-23,1218.93
1991-05-24,1222.11
1991-05-27,1219.25
1991-05-29,1221.32
1991-05-30,1226.56
1991-05-31,1231.01
1991-06-03,1243.15
1991-06-04,1240.74
1991-06-05,1242.32
1991-06-06,1242.65
1991-06-07,1239.06
1991-06-10,1218.58
1991-06-11,1227.69
1991-06-12,1231.95
1991-06-13,1224.22
1991-06-14,1219.73
1991-06-17,1222.94
1991-06-18,1216.69
1991-06-19,1205.62
1991-06-20,1192.17
1991-06-21,1194.88
1991-06-25,1185.27
1991-06-26,1188.4
1991-06-27,1183.22
1991-06-28,1175.78
1991-07-01,1179.63
1991-07-02,1183.09
1991-07-03,1168.04
1991-07-04,1153.55
1991-07-05,1157.98
1991-07-08,1142.99
1991-07-09,1150.45
1991-07-10,1161.51
1991-07-11,1160.65
1991-07-12,1157.05
1991-07-15,1156.32
1991-07-16,1160.15
1991-07-17,1153.43
1991-07-18,1152.71
1991-07-19,1156.7
1991-07-22,1180.09
1991-07-23,1194.94
1991-07-24,1191.13
1991-07-25,1191.67
1991-07-26,1197.25
1991-07-29,1188.67
1991-07-30,1182.19
1991-07-31,1184.1
1991-08-01,1183.5
1991-08-02,1184.06
1991-08-05,1173.61
1991-08-06,1174.01
1991-08-07,1176.39
1991-08-08,1175.97
1991-08-12,1155.68
1991-08-13,1143.88
1991-08-14,1150.5
1991-08-15,1134.45
1991-08-16,1117.56
1991-08-19,1042.44
1991-08-20,1077.97
1991-08-21,1080.47
1991-08-22,1130.43
1991-08-23,1116.34
1991-08-26,1113.51
1991-08-27,1110.92
1991-08-28,1115.35
1991-08-29,1128.43
1991-08-30,1149.61
1991-09-02,1153.28
1991-09-03,1155.04
1991-09-04,1164.35
1991-09-05,1162.07
1991-09-06,1163.56
1991-09-09,1165.01
1991-09-10,1160.52
1991-09-11,1157.14
1991-09-12,1159.36
1991-09-13,1153.81
1991-09-16,1144.85
1991-09-17,1144.28
1991-09-18,1131.1
1991-09-19,1126.77
1991-09-20,1115.97
1991-09-23,1123.38
1991-09-24,1118.86
1991-09-25,1115.31
1991-09-26,1110.26
1991-09-27,1113.19
1991-09-30,1113.55
1991-10-01,1111.4
1991-10-02,1112.78
1991-10-03,1113.42
1991-10-04,1112.01
1991-10-07,1106.82
1991-10-08,1098.39
1991-10-09,1094.2
1991-10-10,1088.4
1991-10-11,1103.21
1991-10-14,1121.27
1991-10-15,1117.75
1991-10-16,1118.79
1991-10-17,1123.34
1991-10-18,1121.81
1991-10-21,1130.38
1991-10-22,1157.57
1991-10-23,1169.44
1991-10-24,1168.4
1991-10-25,1154.75
1991-10-28,1150.93
1991-10-29,1155.62
1991-10-30,1151.03
1991-10-31,1154.84
1991-11-01,1159.48
1991-11-04,1161.8
1991-11-06,1184.07
1991-11-07,1189.23
1991-11-08,1208.16
1991-11-11,1218.97
1991-11-12,1206.6
1991-11-13,1199.34
1991-11-14,1198.62
1991-11-15,1187.75
1991-11-18,1153.07
1991-11-19,1170.21
1991-11-20,1171.88
1991-11-21,1177.21
1991-11-22,1182.8
1991-11-25,1172.42
1991-11-26,1174.74
1991-11-27,1179.13
1991-11-28,1175.32
1991-11-29,1176.2
1991-12-02,1165.79
1991-12-03,1168.1
1991-12-04,1164.88
1991-12-05,1163.11
1991-12-06,1160.25
1991-12-09,1159.72
1991-12-10,1158.07
1991-12-11,1153.28
1991-12-12,1153.91
1991-12-13,1167.19
1991-12-16,1180.82
1991-12-17,1183.65
1991-12-18,1175.23
1991-12-19,1171.92
1991-12-20,1169.72
1991-12-23,1170.44
1991-12-24,1182.39
1991-12-26,1188.72
1991-12-27,1198.82
1991-12-30,1207.34
1991-12-31,1214.54
1992-01-02,1208.27
1992-01-03,1209.97
1992-01-06,1228.44
1992-01-07,1231.18
1992-01-08,1231.36
1992-01-09,1226.9
1992-01-10,1222.16
1992-01-13,1215.16
1992-01-14,1216.04
1992-01-15,1240.42
1992-01-16,1256.86
1992-01-17,1258.22
1992-01-20,1256.3
1992-01-21,1261.71
1992-01-22,1262.32
1992-01-23,1261.22
1992-01-24,1259.2
1992-01-27,1262.22
1992-01-28,1257.73
1992-01-29,1254.11
1992-01-30,1249.64
1992-01-31,1250.1
1992-02-03,1244.25
1992-02-06,1253.83
1992-02-07,1247.79
1992-02-10,1248.72
1992-02-11,1251.68
1992-02-12,1240.88
1992-02-13,1231.0
1992-02-14,1223.71
1992-02-17,1213.87
1992-02-18,1220.22
1992-02-19,1229.09
1992-02-20,1231.32
1992-02-21,1238.22
1992-02-24,1232.19
1992-02-25,1217.95
1992-02-26,1205.23
1992-02-27,1195.38
1992-02-28,1197.32
1992-03-02,1183.13
1992-03-03,1178.13
1992-03-04,1184.18
1992-03-05,1184.61
1992-03-06,1171.09
1992-03-09,1155.2
1992-03-10,1162.76
1992-03-11,1174.07
1992-03-12,1185.93
1992-03-13,1184.44
1992-03-16,1174.38
1992-03-17,1173.74
1992-03-18,1170.65
1992-03-19,1171.01
1992-03-20,1168.71
1992-03-23,1170.33
1992-03-24,1176.08
1992-03-25,1180.8
1992-03-26,1172.38
1992-03-27,1169.33
1992-03-30,1159.83
1992-03-31,1156.33
1992-04-01,1146.05
1992-04-02,1146.29
1992-04-03,1133.09
1992-04-07,1130.72
1992-04-08,1115.33
1992-04-09,1106.3
1992-04-10,1134.2
1992-04-13,1127.5
1992-04-14,1132.45
1992-04-15,1144.63
1992-04-16,1156.74
1992-04-20,1157.4
1992-04-21,1154.52
1992-04-22,1156.7
1992-04-23,1158.42
1992-04-24,1164.94
1992-04-27,1169.18
1992-04-28,1178.0
1992-04-29,1188.63
1992-04-30,1209.77
1992-05-04,1237.18
1992-05-05,1224.91
1992-05-06,1215.19
1992-05-07,1218.7
1992-05-08,1213.49
1992-05-11,1201.66
1992-05-12,1202.97
1992-05-13,1205.26
1992-05-14,1213.03
1992-05-15,1208.48
1992-05-19,1208.67
1992-05-20,1213.19
1992-05-21,1210.41
1992-05-22,1207.06
1992-05-25,1210.27
1992-05-26,1231.3
1992-05-27,1240.14
1992-05-28,1262.7
1992-05-29,1259.35
1992-06-01,1249.11
1992-06-02,1255.27
1992-06-03,1255.21
1992-06-04,1250.66
1992-06-05,1246.76
1992-06-08,1244.42
1992-06-09,1239.15
1992-06-10,1259.13
1992-06-12,1260.88
1992-06-15,1268.68
1992-06-16,1267.94
1992-06-17,1264.5
1992-06-18,1250.54
1992-06-19,1243.4
1992-06-22,1235.26
1992-06-23,1237.38
1992-06-24,1238.07
1992-06-25,1246.44
1992-06-26,1238.0
1992-06-29,1231.46
1992-06-30,1232.39
1992-07-01,1237.57
1992-07-02,1238.4
1992-07-03,1232.95
1992-07-06,1230.45
1992-07-07,1225.78
1992-07-08,1225.87
1992-07-09,1234.05
1992-07-10,1236.98
1992-07-13,1234.52
1992-07-14,1231.7
1992-07-15,1224.84
1992-07-16,1209.21
1992-07-17,1196.65
1992-07-20,1198.66
1992-07-21,1186.01
1992-07-22,1187.32
1992-07-23,1178.06
1992-07-24,1156.21
1992-07-27,1168.31
1992-07-28,1159.85
1992-07-29,1168.86
1992-07-30,1191.41
1992-07-31,1194.31
1992-08-03,1186.03
1992-08-04,1195.66
1992-08-05,1184.56
1992-08-06,1160.84
1992-08-07,1163.34
1992-08-11,1136.28
1992-08-12,1111.25
1992-08-13,1115.11
1992-08-14,1081.76
1992-08-17,1080.44
1992-08-18,1062.02
1992-08-19,1063.47
1992-08-20,1071.45
1992-08-21,1089.55
1992-08-24,1076.53
1992-08-25,1083.02
1992-08-26,1109.53
1992-08-27,1102.21
1992-08-28,1101.94
1992-08-31,1120.72
1992-09-01,1118.01
1992-09-02,1107.63
1992-09-03,1114.87
1992-09-04,1111.59
1992-09-07,1110.67
1992-09-08,1117.41
1992-09-09,1112.93
1992-09-10,1114.16
1992-09-11,1111.99
1992-09-14,1124.22
1992-09-15,1122.26
1992-09-16,1106.67
1992-09-17,1095.94
1992-09-18,1090.8
1992-09-21,1085.21
1992-09-22,1082.52
1992-09-23,1084.64
1992-09-24,1085.22
1992-09-25,1092.23
1992-09-28,1099.82
1992-09-29,1101.15
1992-09-30,1101.6
1992-10-01,1103.49
1992-10-02,1100.23
1992-10-05,1099.23
1992-10-06,1093.8
1992-10-07,1094.17
1992-10-08,1079.12
1992-10-09,1077.05
1992-10-12,1075.2
1992-10-13,1078.17
1992-10-14,1083.19
1992-10-15,1077.77
1992-10-16,1073.21
1992-10-19,1068.12
1992-10-20,1064.37
1992-10-21,1060.43
1992-10-22,1060.94
1992-10-23,1089.83
1992-10-27,1117.46
1992-10-28,1122.69
1992-10-29,1115.78
1992-10-30,1122.45
1992-11-02,1146.97
1992-11-03,1145.73
1992-11-04,1160.1
1992-11-05,1157.85
1992-11-06,1157.66
1992-11-09,1154.27
1992-11-10,1171.99
1992-11-11,1178.29
1992-11-12,1170.78
1992-11-13,1176.68
1992-11-16,1149.61
1992-11-17,1160.35
1992-11-18,1147.65
1992-11-19,1140.79
1992-11-20,1140.83
1992-11-23,1146.98
1992-11-24,1146.38
1992-11-25,1149.36
1992-11-26,1165.1
1992-11-27,1182.34
1992-11-30,1202.05
1992-12-01,1199.43
1992-12-02,1196.92
1992-12-03,1184.81
1992-12-04,1181.72
1992-12-07,1182.47
1992-12-08,1178.63
1992-12-09,1184.14
1992-12-10,1182.14
1992-12-11,1185.18
1992-12-14,1191.75
1992-12-15,1182.23
1992-12-16,1185.75
1992-12-17,1194.14
1992-12-18,1212.18
1992-12-21,1237.7
1992-12-22,1220.44
1992-12-23,1219.32
1992-12-24,1218.65
1992-12-28,1227.04
1992-12-29,1230.63
1992-12-30,1230.7
1992-12-31,1240.34
1993-01-04,1243.7
1993-01-05,1268.04
1993-01-06,1268.82
1993-01-07,1261.88
1993-01-08,1260.33
1993-01-11,1244.78
1993-01-12,1240.34
1993-01-13,1231.24
1993-01-14,1244.06
1993-01-15,1250.45
1993-01-18,1252.46
1993-01-19,1247.67
1993-01-20,1247.12
1993-01-21,1255.35
1993-01-22,1256.94
1993-01-26,1261.49
1993-01-27,1258.89
1993-01-28,1267.47
1993-01-29,1282.27
1993-02-01,1294.78
1993-02-02,1296.86
1993-02-03,1294.13
1993-02-04,1291.7
1993-02-05,1286.34
1993-02-08,1276.68
1993-02-09,1280.03
1993-02-10,1283.07
1993-02-11,1279.66
1993-02-12,1275.48
1993-02-15,1278.92
1993-02-16,1287.69
1993-02-17,1280.54
1993-02-18,1285.27
1993-02-19,1285.68
1993-02-22,1289.93
1993-02-23,1300.44
1993-02-24,1304.1
1993-02-25,1308.84
1993-02-26,1301.1
1993-03-01,1300.66
1993-03-02,1296.25
1993-03-03,1302.34
1993-03-04,1306.98
1993-03-05,1304.46
1993-03-08,1301.55
1993-03-09,1300.1
1993-03-10,1307.15
1993-03-11,1301.39
1993-03-12,1287.04
1993-03-15,1268.91
1993-03-16,1281.43
1993-03-17,1295.09
1993-03-18,1298.99
1993-03-19,1297.82
1993-03-22,1287.3
1993-03-23,1287.92
1993-03-24,1285.36
1993-03-26,1292.13
1993-03-29,1291.6
1993-03-30,1298.24
1993-03-31,1305.16
1993-04-01,1304.63
1993-04-02,1313.9
1993-04-05,1320.84
1993-04-06,1325.71
1993-04-07,1327.52
1993-04-08,1321.21
1993-04-12,1312.22
1993-04-13,1307.36
1993-04-14,1311.69
1993-04-15,1323.01
1993-04-16,1338.44
1993-04-19,1348.41
1993-04-20,1346.93
1993-04-21,1343.32
1993-04-22,1344.5
1993-04-23,1346.7
1993-04-26,1369.87
1993-04-27,1365.21
1993-04-28,1369.63
1993-04-29,1368.8
1993-04-30,1377.89
1993-05-03,1379.76
1993-05-04,1368.84
1993-05-05,1369.63
1993-05-07,1361.31
1993-05-10,1352.65
1993-05-11,1365.67
1993-05-12,1385.13
1993-05-13,1397.35
1993-05-14,1407.34
1993-05-17,1394.6
1993-05-18,1419.49
1993-05-19,1421.71
1993-05-20,1424.53
1993-05-21,1418.16
1993-05-24,1413.44
1993-05-25,1410.87
1993-05-26,1420.84
1993-05-27,1422.91
1993-05-28,1433.94
1993-05-31,1436.86
1993-06-02,1442.1
1993-06-03,1430.89
1993-06-04,1436.13
1993-06-07,1423.65
1993-06-08,1435.43
1993-06-09,1431.59
1993-06-10,1430.68
1993-06-11,1424.6
1993-06-14,1414.8
1993-06-15,1401.5
1993-06-16,1394.11
1993-06-17,1393.15
1993-06-18,1410.62
1993-06-21,1406.25
1993-06-22,1375.83
1993-06-23,1381.74
1993-06-24,1368.82
1993-06-25,1373.18
1993-06-28,1382.53
1993-06-29,1399.72
1993-06-30,1397.04
1993-07-01,1397.84
1993-07-02,1407.86
1993-07-05,1412.31
1993-07-06,1406.8
1993-07-07,1399.3
1993-07-08,1402.69
1993-07-09,1398.7
1993-07-12,1377.94
1993-07-13,1383.53
1993-07-14,1380.6
1993-07-15,1376.93
1993-07-16,1383.47
1993-07-19,1385.42
1993-07-20,1388.3
1993-07-21,1408.45
1993-07-22,1415.84
1993-07-23,1417.69
1993-07-26,1411.96
1993-07-27,1410.15
1993-07-28,1400.0
1993-07-29,1406.51
1993-07-30,1405.64
1993-08-02,1427.95
1993-08-03,1454.77
1993-08-04,1465.85
1993-08-05,1462.02
1993-08-06,1468.33
1993-08-10,1509.27
1993-08-11,1509.98
1993-08-12,1513.99
1993-08-13,1528.14
1993-08-16,1522.13
1993-08-17,1525.88
1993-08-18,1542.63
1993-08-19,1549.5
1993-08-20,1577.73
1993-08-23,1566.94
1993-08-24,1559.22
1993-08-25,1570.48
1993-08-26,1590.95
1993-08-27,1588.96
1993-08-30,1583.09
1993-08-31,1596.56
1993-09-01,1600.28
1993-09-02,1606.56
1993-09-03,1612.55
1993-09-06,1609.55
1993-09-07,1607.83
1993-09-08,1604.97
1993-09-09,1597.24
1993-09-10,1584.03
1993-09-13,1588.84
1993-09-14,1589.86
1993-09-15,1588.71
1993-09-16,1589.55
1993-09-17,1598.46
1993-09-20,1592.42
1993-09-21,1593.29
1993-09-22,1579.17
1993-09-23,1590.33
1993-09-24,1589.01
1993-09-27,1597.72
1993-09-28,1602.39
1993-09-29,1606.85
1993-09-30,1629.24
1993-10-01,1639.27
1993-10-04,1643.36
1993-10-05,1658.14
1993-10-06,1673.24
1993-10-07,1675.64
1993-10-08,1669.72
1993-10-11,1692.47
1993-10-12,1708.2
1993-10-13,1715.28
1993-10-14,1733.19
1993-10-15,1778.98
1993-10-18,1786.25
1993-10-19,1768.04
1993-10-20,1771.34
1993-10-21,1770.55
1993-10-22,1761.07
1993-10-25,1762.92
1993-10-26,1768.42
1993-10-27,1781.12
1993-10-28,1775.22
1993-10-29,1780.0
1993-11-01,1777.77
1993-11-02,1794.0
1993-11-03,1792.59
1993-11-04,1767.48
1993-11-05,1723.97
1993-11-08,1710.97
1993-11-09,1699.12
1993-11-10,1729.67
1993-11-11,1765.28
1993-11-12,1755.66
1993-11-15,1743.9
1993-11-16,1726.36
1993-11-17,1750.16
1993-11-18,1746.91
1993-11-19,1751.25
1993-11-22,1755.64
1993-11-23,1734.18
1993-11-24,1733.59
1993-11-25,1736.02
1993-11-26,1738.39
1993-11-29,1737.35
1993-11-30,1739.04
1993-12-01,1761.69
1993-12-02,1787.16
1993-12-03,1794.84
1993-12-06,1797.63
1993-12-07,1815.44
1993-12-08,1809.61
1993-12-09,1836.18
1993-12-10,1901.15
1993-12-13,1933.81
1993-12-14,1923.57
1993-12-15,1924.87
1993-12-16,1937.36
1993-12-17,1943.22
1993-12-20,1938.23
1993-12-21,1958.63
1993-12-22,1963.12
1993-12-23,1977.67
1993-12-24,1996.04
1993-12-27,2038.59
1993-12-28,2072.44
1993-12-29,2083.06
1993-12-30,2059.71
1993-12-31,2086.73
1994-01-03,2111.55
1994-01-04,2137.99
1994-01-05,2135.95
1994-01-06,2079.0
1994-01-07,2042.62
1994-01-10,2068.83
1994-01-11,1998.55
1994-01-12,1902.41
1994-01-13,1854.92
1994-01-14,1955.69
1994-01-17,1939.79
1994-01-18,1931.55
1994-01-19,1942.79
1994-01-20,1910.52
1994-01-21,1924.95
1994-01-24,1948.84
1994-01-25,1907.38
1994-01-26,1899.79
1994-01-27,1929.08
1994-01-28,1950.0
1994-01-31,1986.27
1994-02-01,2002.05
1994-02-02,1991.17
1994-02-03,2000.49
1994-02-04,2003.09
1994-02-07,1948.83
1994-02-08,1954.7
1994-02-09,1968.75
1994-02-14,1943.97
1994-02-15,1933.97
1994-02-16,1937.33
1994-02-17,1938.16
1994-02-18,1935.24
1994-02-21,1947.87
1994-02-22,1976.91
1994-02-23,1999.73
1994-02-24,1973.86
1994-02-25,1942.25
1994-02-28,1931.28
1994-03-01,1910.4
1994-03-02,1898.47
1994-03-03,1864.39
1994-03-04,1868.22
1994-03-07,1873.44
1994-03-08,1858.01
1994-03-09,1847.57
1994-03-10,1828.96
1994-03-11,1809.75
1994-03-15,1806.66
1994-03-16,1792.28
1994-03-17,1768.39
1994-03-18,1733.41
1994-03-21,1659.76
1994-03-22,1691.85
1994-03-23,1746.29
1994-03-24,1735.04
1994-03-25,1707.58
1994-03-28,1688.17
1994-03-29,1716.0
1994-03-30,1747.01
1994-03-31,1708.39
1994-04-04,1673.45
1994-04-05,1707.09
1994-04-06,1749.02
1994-04-07,1736.29
1994-04-08,1743.87
1994-04-11,1791.85
1994-04-12,1842.8
1994-04-13,1837.74
1994-04-14,1843.76
1994-04-15,1830.71
1994-04-18,1852.02
1994-04-19,1831.04
1994-04-20,1841.91
1994-04-21,1836.82
1994-04-22,1863.38
1994-04-25,1904.63
1994-04-26,1898.8
1994-04-27,1878.83
1994-04-28,1897.48
1994-04-29,1895.41
1994-05-03,1914.55
1994-05-04,1899.56
1994-05-05,1880.32
1994-05-06,1858.21
1994-05-09,1837.6
1994-05-10,1841.18
1994-05-11,1865.26
1994-05-12,1853.94
1994-05-13,1873.6
1994-05-16,1882.18
1994-05-17,1897.49
1994-05-18,1920.88
1994-05-19,1915.72
1994-05-20,1910.28
1994-05-23,1910.88
1994-05-24,1886.13
1994-05-26,1888.51
1994-05-27,1901.82
1994-05-30,1894.17
1994-05-31,1882.56
1994-06-01,1865.3
1994-06-02,1845.45
1994-06-03,1848.93
1994-06-06,1847.63
1994-06-07,1849.19
1994-06-08,1840.7
1994-06-09,1848.01
1994-06-10,1848.4
1994-06-13,1856.27
1994-06-14,1838.47
1994-06-15,1848.09
1994-06-16,1852.18
1994-06-17,1843.28
1994-06-20,1835.91
1994-06-21,1824.16
1994-06-22,1819.43
1994-06-23,1826.89
1994-06-24,1819.36
1994-06-27,1787.76
1994-06-28,1810.6
1994-06-29,1809.15
1994-06-30,1815.12
1994-07-01,1797.32
1994-07-04,1781.4
1994-07-05,1783.17
1994-07-06,1771.83
1994-07-07,1755.83
1994-07-08,1769.09
1994-07-11,1763.15
1994-07-12,1777.27
1994-07-13,1796.27
1994-07-14,1815.75
1994-07-15,1826.39
1994-07-18,1830.93
1994-07-19,1835.27
1994-07-20,1857.62
1994-07-21,1838.83
1994-07-22,1832.18
1994-07-25,1848.22
1994-07-26,1848.35
1994-07-27,1845.65
1994-07-28,1845.27
1994-07-29,1853.95
1994-08-01,1882.05
1994-08-02,1911.24
1994-08-03,1909.97
1994-08-04,1906.22
1994-08-05,1905.04
1994-08-08,1889.47
1994-08-10,1890.16
1994-08-11,1910.42
1994-08-12,1916.2
1994-08-15,1903.88
1994-08-16,1904.96
1994-08-17,1927.85
1994-08-18,1938.28
1994-08-19,1930.04
1994-08-22,1906.33
1994-08-23,1895.5
1994-08-24,1887.87
1994-08-25,1894.41
1994-08-26,1901.07
1994-08-29,1907.94
1994-08-30,1902.1
1994-08-31,1913.87
