DATE,LMNUF12M
1960-07-01,0.975955729565331
1960-08-01,0.97856808508677
1960-09-01,0.982767819627362
1960-10-01,0.978133093922757
1960-11-01,0.976998000853297
1960-12-01,0.975746358927655
1961-01-01,0.976994965413843
1961-02-01,0.972248063865837
1961-03-01,0.967532158482498
1961-04-01,0.963250460939439
1961-05-01,0.961737919920326
1961-06-01,0.961811976829103
1961-07-01,0.958305427285884
1961-08-01,0.957990947860878
1961-09-01,0.959924284526111
1961-10-01,0.961219667985573
1961-11-01,0.96403710268545
1961-12-01,0.967019443776406
1962-01-01,0.972855753036488
1962-02-01,0.979728003389855
1962-03-01,0.992063936734608
1962-04-01,1.00936331741776
1962-05-01,1.02175461472669
1962-06-01,1.02326101341786
1962-07-01,1.01670592986044
1962-08-01,1.0100895809029
1962-09-01,1.00952266988708
1962-10-01,1.00592303625374
1962-11-01,1.00700191622021
1962-12-01,0.990796402166482
1963-01-01,0.978701468984951
1963-02-01,0.963292171033203
1963-03-01,0.950248898632661
1963-04-01,0.940291188839039
1963-05-01,0.931189862869789
1963-06-01,0.924403746703058
1963-07-01,0.91872618799233
1963-08-01,0.915731488853562
1963-09-01,0.909539159546568
1963-10-01,0.902961128267806
1963-11-01,0.897337773607631
1963-12-01,0.891290068871356
1964-01-01,0.887132131331713
1964-02-01,0.883983899802855
1964-03-01,0.882213917333995
1964-04-01,0.880241452714631
1964-05-01,0.878108886482951
1964-06-01,0.877549671657781
1964-07-01,0.879652722854189
1964-08-01,0.88193301056225
1964-09-01,0.884414577784741
1964-10-01,0.886084624093485
1964-11-01,0.8899587522105
1964-12-01,0.895915735087672
1965-01-01,0.903837661690641
1965-02-01,0.905509291334248
1965-03-01,0.909836665911826
1965-04-01,0.917538477100181
1965-05-01,0.926144872168892
1965-06-01,0.937672872635912
1965-07-01,0.933731892454579
1965-08-01,0.931745837623733
1965-09-01,0.931447871632938
1965-10-01,0.932931859838145
1965-11-01,0.934479634483011
1965-12-01,0.937305321951495
1966-01-01,0.942145789738507
1966-02-01,0.94765431070358
1966-03-01,0.95560104374948
1966-04-01,0.965335535469024
1966-05-01,0.97745487377494
1966-06-01,0.976908976134867
1966-07-01,0.98151083812368
1966-08-01,0.990512288300557
1966-09-01,0.985270854767955
1966-10-01,0.984876912908161
1966-11-01,0.985616236582636
1966-12-01,0.987783623338385
1967-01-01,0.995667141233808
1967-02-01,0.985441124645407
1967-03-01,0.980698892837161
1967-04-01,0.976099141034726
1967-05-01,0.97476503456043
1967-06-01,0.974725523934076
1967-07-01,0.973415890093829
1967-08-01,0.9698436982959
1967-09-01,0.970813497455255
1967-10-01,0.972610737213141
1967-11-01,0.972296920567241
1967-12-01,0.976782343618535
1968-01-01,0.98017900339739
1968-02-01,0.984301129116683
1968-03-01,0.987387013803303
1968-04-01,0.996022005358344
1968-05-01,0.988012419027412
1968-06-01,0.982176729555305
1968-07-01,0.980394372924368
1968-08-01,0.978738520905266
1968-09-01,0.980451502803596
1968-10-01,0.981181286947757
1968-11-01,0.986552193989668
1968-12-01,0.988783032615471
1969-01-01,0.992237196245384
1969-02-01,1.00054420367618
1969-03-01,0.999767569370464
1969-04-01,1.00288017304843
1969-05-01,1.01127666407408
1969-06-01,1.02586488397922
1969-07-01,1.02843816885143
1969-08-01,1.02694804995994
1969-09-01,1.02773119805118
1969-10-01,1.03231757315063
1969-11-01,1.03509433273362
1969-12-01,1.03831919158736
1970-01-01,1.04486807904951
1970-02-01,1.04878168077685
1970-03-01,1.0549700095082
1970-04-01,1.06769548261019
1970-05-01,1.06235261706224
1970-06-01,1.0538459516909
1970-07-01,1.04538403489328
1970-08-01,1.03646099781992
1970-09-01,1.03209107186963
1970-10-01,1.02492777101984
1970-11-01,1.01768702967718
1970-12-01,1.01345794964335
1971-01-01,1.00727551700158
1971-02-01,0.996645036916415
1971-03-01,0.991407510491094
1971-04-01,0.986946210311672
1971-05-01,0.986136258718359
