DATE,LMNUF3M
1960-07-01,0.920849463020986
1960-08-01,0.931114286013121
1960-09-01,0.943879093254461
1960-10-01,0.927158959502569
1960-11-01,0.922149311376613
1960-12-01,0.919036703776216
1961-01-01,0.92590462387194
1961-02-01,0.91318864186156
1961-03-01,0.899368078098453
1961-04-01,0.884933338241247
1961-05-01,0.879704383473041
1961-06-01,0.878914838547864
1961-07-01,0.865659181962048
1961-08-01,0.864426155812487
1961-09-01,0.870275425733984
1961-10-01,0.872349449579647
1961-11-01,0.881486178238406
1961-12-01,0.889423652131145
1962-01-01,0.9050826993155
1962-02-01,0.925448342925178
1962-03-01,0.964465121426851
1962-04-01,1.02042404304563
1962-05-01,1.06149918613545
1962-06-01,1.06364179387445
1962-07-01,1.0420109970853
1962-08-01,1.02337279761904
1962-09-01,1.02592829092956
1962-10-01,1.01608998641778
1962-11-01,1.02468986800057
1962-12-01,0.974973422914258
1963-01-01,0.940735695797687
1963-02-01,0.892806441852176
1963-03-01,0.854825199160441
1963-04-01,0.829076463711649
1963-05-01,0.806698228250525
1963-06-01,0.789807375327957
1963-07-01,0.774548881233459
1963-08-01,0.768624251079475
1963-09-01,0.753894643651861
1963-10-01,0.73814466030985
1963-11-01,0.726234489287951
1963-12-01,0.711668007533858
1964-01-01,0.703193267891138
1964-02-01,0.696424657440561
1964-03-01,0.693113057574178
1964-04-01,0.68814760607244
1964-05-01,0.682449005762781
1964-06-01,0.681119675766827
1964-07-01,0.686406771797649
1964-08-01,0.692645441287289
1964-09-01,0.698809544365088
1964-10-01,0.702219612665889
1964-11-01,0.711989801383572
1964-12-01,0.727741507287473
1965-01-01,0.749743474732303
1965-02-01,0.752796509106872
1965-03-01,0.763703615320869
1965-04-01,0.785994621232669
1965-05-01,0.811038673194266
1965-06-01,0.846319512125378
1965-07-01,0.831873755237189
1965-08-01,0.824353076181536
1965-09-01,0.821882916109275
1965-10-01,0.825693604069072
1965-11-01,0.830065474718541
1965-12-01,0.836877676255879
1966-01-01,0.849798926306678
1966-02-01,0.863212770447707
1966-03-01,0.88545728748267
1966-04-01,0.914875898140563
1966-05-01,0.953260719531304
1966-06-01,0.944070309382321
1966-07-01,0.954197597807593
1966-08-01,0.981311187839531
1966-09-01,0.957796279065405
1966-10-01,0.953109207233251
1966-11-01,0.955969923962059
1966-12-01,0.965719832888114
1967-01-01,0.997465544869073
1967-02-01,0.959297183822725
1967-03-01,0.942277864555445
1967-04-01,0.925949965131543
1967-05-01,0.921043554000514
1967-06-01,0.924238820947491
1967-07-01,0.918508809163667
1967-08-01,0.905355558572931
1967-09-01,0.907441726551662
1967-10-01,0.911667552169231
1967-11-01,0.911651854534778
1967-12-01,0.926076050051077
1968-01-01,0.93395341476033
1968-02-01,0.948325845167434
1968-03-01,0.957882650879033
1968-04-01,0.987214513351664
1968-05-01,0.95823782532245
1968-06-01,0.934870233322692
1968-07-01,0.926651708499712
1968-08-01,0.921045007983409
1968-09-01,0.92601689926273
1968-10-01,0.927047496472469
1968-11-01,0.944394613216174
1968-12-01,0.947827561365668
1969-01-01,0.958269009658389
1969-02-01,0.985350161991167
1969-03-01,0.980042198272372
1969-04-01,0.988526419159078
1969-05-01,1.01672375807083
1969-06-01,1.06644147884209
1969-07-01,1.07002754809794
1969-08-01,1.06006179961876
1969-09-01,1.05951254187814
1969-10-01,1.07336179988573
1969-11-01,1.08231652132929
1969-12-01,1.08933636105386
1970-01-01,1.10712449537773
1970-02-01,1.11935523691127
1970-03-01,1.14203608731763
1970-04-01,1.19143138950959
1970-05-01,1.1726696130034
1970-06-01,1.14227136222435
1970-07-01,1.11429310460656
1970-08-01,1.08696748967741
1970-09-01,1.07739131788971
1970-10-01,1.05759068393498
1970-11-01,1.03501546222279
1970-12-01,1.02574540202529
1971-01-01,1.00686305779231
1971-02-01,0.970208467868086
1971-03-01,0.954044373107515
1971-04-01,0.9403814072588
1971-05-01,0.938822207685374
1971-06-01,0.933258276864546
1971-07-01,0.943196043068772
1971-08-01,0.938170901167487
1971-09-01,0.932231247915187
1971-10-01,0.940214758541524
1971-11-01,0.940263150840721
1971-12-01,0.95372477485174
1972-01-01,0.918702980549908
1972-02-01,0.886548213414615
1972-03-01,0.865913174183167
1972-04-01,0.855579979180043
1972-05-01,0.857281781504116
1972-06-01,0.864978393300889
1972-07-01,0.870185574790466
1972-08-01,0.877591561208205
1972-09-01,0.888017138311483
1972-10-01,0.899815699971552
1972-11-01,0.925425817700332
1972-12-01,0.945645155585094
1973-01-01,0.978335933807649
1973-02-01,1.00541338017325
1973-03-01,1.01756978106724
1973-04-01,1.04951892643928
1973-05-01,1.06875309501779
1973-06-01,1.08377366541815
