DATE,AS30
1991-11-25,1616.2
1991-11-26,1621.4
1991-11-27,1619.7
1991-11-28,1605.9
1991-11-29,1606.9
1991-12-02,1592.3
1991-12-03,1609.1
1991-12-04,1616.0
1991-12-05,1609.4
1991-12-06,1585.0
1991-12-09,1582.0
1991-12-10,1572.6
1991-12-11,1564.6
1991-12-12,1591.9
1991-12-13,1598.1
1991-12-16,1605.2
1991-12-17,1599.8
1991-12-18,1578.5
1991-12-19,1581.4
1991-12-20,1573.5
1991-12-23,1568.8
1991-12-24,1575.1
1991-12-27,1594.9
1991-12-30,1612.5
1991-12-31,1651.4
1992-01-02,1647.853
1992-01-03,1659.358
1992-01-06,1675.095
1992-01-07,1667.712
1992-01-08,1663.44
1992-01-09,1662.02
1992-01-10,1667.925
1992-01-13,1660.679
1992-01-14,1651.745
1992-01-15,1675.567
1992-01-16,1673.458
1992-01-17,1673.512
1992-01-20,1667.528
1992-01-21,1646.908
1992-01-22,1631.537
1992-01-23,1635.536
1992-01-24,1615.848
1992-01-28,1625.861
1992-01-29,1622.061
1992-01-30,1612.1
1992-01-31,1622.74
1992-02-03,1611.315
1992-02-04,1600.266
1992-02-05,1602.927
1992-02-06,1594.578
1992-02-07,1590.869
1992-02-10,1594.881
1992-02-11,1615.45
1992-02-12,1617.123
1992-02-13,1622.861
1992-02-14,1618.92
1992-02-17,1614.239
1992-02-18,1626.7
1992-02-19,1621.9
1992-02-20,1622.992
1992-02-21,1621.524
1992-02-24,1626.976
1992-02-25,1639.835
1992-02-26,1638.055
1992-02-27,1623.19
1992-02-28,1614.184
1992-03-02,1625.443
1992-03-03,1621.714
1992-03-04,1615.198
1992-03-05,1608.334
1992-03-06,1604.738
1992-03-09,1598.218
1992-03-10,1605.387
1992-03-11,1609.138
1992-03-12,1591.418
1992-03-13,1588.44
1992-03-16,1586.703
1992-03-17,1578.853
1992-03-18,1568.028
1992-03-19,1571.443
1992-03-20,1584.091
1992-03-23,1586.749
1992-03-24,1583.392
1992-03-25,1582.007
1992-03-26,1571.205
1992-03-27,1576.397
1992-03-30,1573.428
1992-03-31,1582.603
1992-04-01,1573.979
1992-04-02,1561.207
1992-04-03,1565.821
1992-04-06,1576.708
1992-04-07,1583.722
1992-04-08,1554.332
1992-04-09,1545.316
1992-04-10,1582.049
1992-04-13,1570.089
1992-04-14,1565.616
1992-04-15,1580.606
1992-04-16,1589.999
1992-04-21,1588.022
1992-04-22,1599.001
1992-04-23,1607.767
1992-04-24,1609.571
1992-04-27,1602.874
1992-04-28,1605.756
1992-04-29,1629.841
1992-04-30,1655.905
1992-05-01,1665.183
1992-05-04,1664.388
1992-05-05,1665.549
1992-05-06,1668.857
1992-05-07,1665.907
1992-05-08,1663.631
1992-05-11,1662.071
1992-05-12,1676.817
1992-05-13,1682.66
1992-05-14,1679.733
1992-05-15,1660.722
1992-05-18,1668.483
1992-05-19,1666.295
1992-05-20,1681.954
1992-05-21,1682.579
1992-05-22,1684.48
1992-05-25,1684.057
1992-05-26,1674.191
1992-05-27,1665.851
1992-05-28,1676.542
1992-05-29,1678.294
1992-06-01,1674.413
1992-06-02,1676.314
1992-06-03,1678.137
1992-06-04,1676.656
1992-06-05,1674.455
1992-06-09,1674.538
1992-06-10,1665.823
1992-06-11,1658.066
1992-06-12,1651.263
1992-06-15,1647.056
1992-06-16,1639.413
1992-06-17,1631.106
1992-06-18,1624.892
1992-06-19,1633.857
1992-06-22,1636.287
1992-06-23,1643.94
1992-06-24,1647.623
1992-06-25,1644.619
1992-06-26,1641.647
1992-06-29,1642.274
1992-06-30,1644.703
1992-07-01,1647.678
1992-07-02,1661.678
1992-07-03,1663.24
1992-07-06,1663.604
1992-07-07,1660.452
1992-07-08,1651.384
1992-07-09,1642.119
1992-07-10,1644.404
1992-07-13,1638.876
1992-07-14,1638.761
1992-07-15,1636.662
1992-07-16,1639.158
1992-07-17,1629.498
1992-07-20,1604.855
1992-07-21,1609.178
1992-07-22,1607.194
1992-07-23,1610.707
1992-07-24,1609.642
1992-07-27,1606.306
1992-07-28,1605.401
1992-07-29,1612.255
1992-07-30,1620.969
1992-07-31,1617.747
1992-08-03,1617.277
1992-08-04,1612.457
1992-08-05,1605.363
1992-08-06,1588.598
1992-08-07,1586.72
1992-08-10,1592.252
1992-08-11,1587.64
1992-08-12,1570.728
1992-08-13,1568.376
1992-08-14,1548.986
1992-08-17,1559.029
1992-08-18,1564.959
1992-08-19,1561.605
1992-08-20,1553.564
1992-08-21,1559.307
1992-08-24,1539.504
1992-08-25,1517.413
1992-08-26,1534.449
1992-08-27,1543.284
1992-08-28,1553.907
1992-08-31,1547.239
1992-09-01,1542.039
1992-09-02,1528.524
1992-09-03,1526.323
1992-09-04,1530.304
1992-09-07,1514.86
1992-09-08,1501.839
1992-09-09,1478.876
1992-09-10,1483.999
1992-09-11,1501.155
1992-09-14,1536.676
1992-09-15,1530.443
1992-09-16,1506.431
1992-09-17,1511.835
1992-09-18,1523.633
1992-09-21,1531.582
1992-09-22,1520.808
1992-09-23,1504.98
1992-09-24,1507.179
1992-09-25,1496.351
1992-09-28,1496.45
1992-09-29,1487.739
1992-09-30,1485.041
1992-10-01,1472.056
1992-10-02,1482.964
1992-10-05,1467.135
1992-10-06,1452.401
1992-10-07,1455.405
1992-10-08,1465.57
1992-10-09,1466.227
1992-10-12,1462.969
1992-10-13,1456.929
1992-10-14,1453.764
1992-10-15,1439.046
1992-10-16,1419.77
1992-10-19,1417.56
1992-10-20,1426.909
1992-10-21,1443.885
1992-10-22,1448.152
1992-10-23,1455.54
1992-10-26,1450.651
1992-10-27,1436.556
1992-10-28,1418.362
1992-10-29,1417.826
1992-10-30,1425.814
1992-11-02,1410.184
1992-11-03,1412.838
1992-11-04,1431.071
1992-11-05,1432.314
1992-11-06,1423.35
1992-11-09,1419.52
1992-11-10,1397.608
1992-11-11,1394.459
1992-11-12,1375.263
1992-11-13,1371.671
1992-11-16,1357.214
1992-11-17,1365.058
1992-11-18,1375.084
1992-11-19,1392.768
1992-11-20,1410.094
1992-11-23,1446.413
1992-11-24,1450.159
1992-11-25,1459.196
1992-11-26,1450.894
1992-11-27,1450.767
1992-11-30,1448.075
1992-12-01,1444.308
1992-12-02,1438.464
1992-12-03,1433.849
1992-12-04,1435.213
1992-12-07,1444.702
1992-12-08,1468.857
1992-12-09,1482.125
1992-12-10,1501.308
1992-12-11,1500.675
1992-12-14,1512.437
1992-12-15,1509.562
1992-12-16,1496.968
1992-12-17,1499.416
1992-12-18,1515.656
1992-12-21,1537.017
1992-12-22,1530.062
1992-12-23,1524.773
1992-12-24,1536.197
1992-12-29,1538.963
1992-12-30,1538.185
1992-12-31,1549.944
1993-01-04,1560.513
1993-01-05,1564.797
1993-01-06,1542.103
1993-01-07,1530.941
1993-01-08,1502.297
1993-01-11,1514.071
1993-01-12,1509.373
1993-01-13,1495.027
1993-01-14,1507.44
1993-01-15,1524.469
1993-01-18,1528.849
1993-01-19,1519.138
1993-01-20,1521.827
1993-01-21,1519.141
1993-01-22,1523.016
1993-01-25,1523.432
1993-01-26,1529.219
1993-01-27,1534.802
1993-01-28,1526.694
1993-01-29,1528.176
1993-02-01,1529.075
1993-02-02,1530.21
1993-02-03,1530.163
1993-02-04,1531.415
1993-02-05,1543.285
1993-02-08,1559.424
1993-02-09,1583.915
1993-02-10,1590.566
1993-02-11,1599.079
1993-02-12,1603.521
1993-02-15,1596.505
1993-02-16,1612.133
1993-02-17,1601.335
1993-02-18,1607.291
1993-02-19,1594.705
1993-02-22,1604.939
1993-02-23,1608.258
1993-02-24,1604.84
1993-02-25,1606.922
1993-02-26,1609.602
1993-03-01,1639.289
1993-03-02,1645.049
1993-03-03,1626.119
1993-03-04,1622.887
1993-03-05,1613.731
1993-03-08,1617.055
1993-03-09,1633.672
1993-03-10,1647.46
1993-03-11,1661.111
1993-03-12,1661.468
1993-03-15,1626.388
1993-03-16,1659.272
1993-03-17,1675.602
1993-03-18,1669.616
1993-03-19,1677.137
1993-03-22,1664.281
1993-03-23,1659.533
1993-03-24,1663.069
1993-03-25,1660.744
1993-03-26,1675.947
1993-03-29,1676.995
1993-03-30,1678.241
1993-03-31,1667.377
1993-04-01,1668.822
1993-04-02,1683.115
1993-04-05,1670.472
1993-04-06,1658.251
1993-04-07,1654.893
1993-04-08,1665.707
1993-04-13,1688.749
1993-04-14,1704.383
1993-04-15,1704.121
1993-04-16,1703.153
1993-04-19,1696.39
1993-04-20,1703.6
1993-04-21,1693.919
1993-04-22,1705.372
1993-04-23,1702.648
1993-04-26,1710.107
1993-04-27,1704.705
1993-04-28,1703.496
1993-04-29,1680.342
1993-04-30,1681.536
1993-05-03,1664.538
1993-05-04,1664.345
1993-05-05,1674.7
1993-05-06,1691.85
1993-05-07,1685.346
1993-05-10,1671.996
1993-05-11,1687.434
1993-05-12,1695.7
1993-05-13,1694.433
1993-05-14,1698.517
1993-05-17,1686.931
1993-05-18,1677.901
1993-05-19,1682.569
1993-05-20,1684.151
1993-05-21,1695.613
1993-05-24,1685.468
1993-05-25,1697.412
1993-05-26,1717.406
1993-05-27,1749.146
1993-05-28,1760.436
1993-05-31,1737.436
1993-06-01,1733.875
1993-06-02,1741.89
1993-06-03,1740.994
1993-06-04,1741.045
1993-06-07,1738.466
1993-06-08,1723.131
1993-06-09,1709.114
1993-06-10,1712.457
1993-06-11,1714.313
1993-06-15,1723.99
1993-06-16,1724.685
1993-06-17,1727.155
1993-06-18,1730.407
1993-06-21,1726.572
1993-06-22,1716.657
1993-06-23,1698.834
1993-06-24,1699.731
1993-06-25,1700.414
1993-06-28,1715.087
1993-06-29,1718.536
1993-06-30,1738.12
1993-07-01,1755.341
1993-07-02,1768.91
1993-07-05,1765.889
1993-07-06,1764.182
1993-07-07,1773.046
1993-07-08,1782.537
1993-07-09,1782.888
1993-07-12,1801.762
1993-07-13,1804.158
1993-07-14,1804.53
1993-07-15,1805.907
1993-07-16,1799.789
1993-07-19,1796.236
1993-07-20,1806.115
1993-07-21,1818.517
1993-07-22,1802.574
1993-07-23,1806.828
1993-07-26,1795.73
1993-07-27,1814.891
1993-07-28,1818.353
1993-07-29,1828.523
1993-07-30,1843.999
1993-08-02,1854.77
1993-08-03,1855.422
1993-08-04,1861.243
1993-08-05,1865.25
1993-08-06,1842.3
1993-08-09,1844.307
1993-08-10,1860.396
1993-08-11,1861.025
1993-08-12,1873.251
1993-08-13,1855.931
1993-08-16,1870.727
1993-08-17,1885.061
1993-08-18,1894.738
1993-08-19,1926.292
1993-08-20,1927.051
1993-08-23,1932.767
1993-08-24,1924.207
1993-08-25,1922.578
1993-08-26,1941.484
1993-08-27,1948.627
1993-08-30,1956.002
1993-08-31,1962.227
1993-09-01,1977.142
1993-09-02,1968.424
1993-09-03,1951.971
1993-09-06,1962.479
1993-09-07,1967.837
1993-09-08,1939.482
1993-09-09,1931.37
1993-09-10,1941.464
1993-09-13,1938.342
1993-09-14,1912.894
1993-09-15,1903.632
1993-09-16,1902.6
1993-09-17,1925.47
1993-09-20,1924.119
1993-09-21,1925.226
1993-09-22,1919.325
1993-09-23,1928.553
1993-09-24,1946.507
1993-09-27,1943.042
1993-09-28,1942.286
1993-09-29,1951.416
1993-09-30,1964.371
1993-10-01,1972.718
1993-10-04,1976.956
1993-10-05,1998.459
1993-10-06,2018.774
1993-10-07,2022.477
1993-10-08,2026.191
1993-10-11,2039.751
1993-10-12,2027.98
1993-10-13,2038.557
1993-10-14,2062.049
1993-10-15,2074.113
1993-10-18,2085.519
1993-10-19,2075.512
1993-10-20,2051.673
1993-10-21,2060.405
1993-10-22,2061.377
1993-10-25,2046.93
1993-10-26,2055.684
1993-10-27,2068.268
1993-10-28,2076.287
1993-10-29,2112.178
1993-11-01,2132.357
1993-11-02,2125.335
1993-11-03,2108.4
1993-11-04,2101.574
1993-11-05,2079.853
1993-11-08,2054.198
1993-11-09,2050.803
1993-11-10,2042.871
1993-11-11,2052.426
1993-11-12,2073.992
1993-11-15,2082.888
1993-11-16,2083.796
1993-11-17,2104.253
1993-11-18,2108.044
1993-11-19,2083.167
1993-11-22,2049.329
1993-11-23,2009.574
1993-11-24,2032.377
1993-11-25,2042.014
1993-11-26,2043.1
1993-11-29,2010.34
1993-11-30,2009.38
1993-12-01,2005.353
1993-12-02,2047.339
1993-12-03,2047.386
1993-12-06,2053.692
1993-12-07,2073.911
1993-12-08,2095.971
1993-12-09,2095.734
1993-12-10,2084.875
1993-12-13,2094.5
1993-12-14,2086.648
1993-12-15,2069.946
1993-12-16,2074.764
1993-12-17,2080.239
1993-12-20,2076.034
1993-12-21,2066.957
1993-12-22,2053.217
1993-12-23,2068.783
1993-12-24,2089.206
1993-12-29,2126.9
1993-12-30,2154.506
1993-12-31,2173.565
1994-01-04,2174.343
1994-01-05,2193.35
1994-01-06,2200.275
1994-01-07,2186.005
1994-01-10,2198.555
1994-01-11,2206.706
1994-01-12,2195.554
1994-01-13,2177.496
1994-01-14,2206.42
1994-01-17,2238.175
1994-01-18,2232.111
1994-01-19,2248.241
1994-01-20,2266.161
1994-01-21,2250.343
1994-01-24,2224.498
1994-01-25,2221.875
1994-01-27,2250.695
1994-01-28,2259.948
1994-01-31,2310.804
1994-02-01,2310.104
1994-02-02,2312.109
1994-02-03,2340.625
1994-02-04,2332.767
1994-02-07,2281.098
1994-02-08,2305.398
1994-02-09,2270.885
1994-02-10,2234.314
1994-02-11,2241.388
1994-02-14,2238.635
1994-02-15,2234.018
1994-02-16,2248.991
1994-02-17,2240.943
1994-02-18,2223.223
1994-02-21,2178.536
1994-02-22,2202.498
1994-02-23,2218.94
1994-02-24,2197.048
1994-02-25,2148.799
1994-02-28,2180.118
1994-03-01,2181.701
1994-03-02,2154.044
1994-03-03,2151.37
1994-03-04,2116.769
1994-03-07,2144.712
1994-03-08,2171.695
1994-03-09,2146.796
1994-03-10,2155.068
1994-03-11,2153.07
1994-03-14,2179.267
1994-03-15,2172.524
1994-03-16,2173.483
1994-03-17,2164.354
1994-03-18,2163.49
1994-03-21,2140.498
1994-03-22,2140.848
1994-03-23,2180.875
1994-03-24,2169.792
1994-03-25,2151.555
1994-03-28,2108.865
1994-03-29,2100.835
1994-03-30,2092.411
1994-03-31,2053.137
1994-04-05,2050.001
1994-04-06,2084.083
1994-04-07,2087.381
1994-04-08,2082.001
1994-04-11,2075.951
1994-04-12,2095.07
1994-04-13,2114.728
1994-04-14,2094.96
1994-04-15,2080.615
1994-04-18,2095.885
1994-04-19,2061.41
1994-04-20,2046.609
1994-04-21,2029.637
1994-04-22,2042.5
1994-04-26,2069.386
1994-04-27,2059.738
1994-04-28,2069.114
1994-04-29,2066.1
1994-05-02,2047.895
1994-05-03,2044.229
1994-05-04,2018.426
1994-05-05,1988.101
1994-05-06,2004.266
1994-05-09,2009.306
1994-05-10,2008.197
1994-05-11,2034.64
1994-05-12,2041.392
1994-05-13,2070.04
1994-05-16,2110.877
1994-05-17,2096.021
1994-05-18,2107.758
1994-05-19,2093.666
1994-05-20,2103.887
1994-05-23,2120.957
1994-05-24,2132.415
1994-05-25,2105.939
1994-05-26,2096.934
1994-05-27,2102.189
1994-05-30,2091.778
1994-05-31,2081.774
1994-06-01,2097.164
1994-06-02,2077.0
1994-06-03,2078.576
1994-06-06,2072.523
1994-06-07,2070.217
1994-06-08,2079.708
1994-06-09,2076.7
1994-06-10,2069.435
1994-06-14,2076.636
1994-06-15,2074.354
1994-06-16,2055.984
1994-06-17,2051.237
1994-06-20,2024.449
1994-06-21,1993.581
1994-06-22,2010.859
1994-06-23,2022.468
1994-06-24,2017.87
1994-06-27,1957.446
1994-06-28,1974.442
1994-06-29,1975.1
1994-06-30,1989.063
1994-07-01,1965.813
1994-07-04,1987.076
1994-07-05,2003.357
1994-07-06,1991.155
1994-07-07,1962.188
1994-07-08,1964.878
1994-07-11,1961.153
1994-07-12,1972.911
1994-07-13,1978.551
1994-07-14,2007.702
1994-07-15,2058.046
1994-07-18,2072.27
1994-07-19,2077.364
1994-07-20,2078.624
1994-07-21,2049.186
1994-07-22,2052.522
1994-07-25,2048.31
1994-07-26,2041.266
1994-07-27,2041.665
1994-07-28,2042.124
1994-07-29,2061.5
1994-08-01,2082.146
1994-08-02,2086.923
1994-08-03,2072.321
1994-08-04,2083.451
1994-08-05,2091.925
1994-08-08,2081.134
1994-08-09,2086.837
1994-08-10,2076.494
1994-08-11,2062.757
1994-08-12,2051.962
1994-08-15,2055.858
1994-08-16,2040.012
1994-08-17,2059.479
1994-08-18,2066.816
1994-08-19,2061.339
1994-08-22,2063.578
1994-08-23,2051.554
1994-08-24,2061.131
1994-08-25,2077.78
1994-08-26,2077.165
1994-08-29,2111.822
1994-08-30,2116.5
1994-08-31,2122.076
1994-09-01,2105.541
1994-09-02,2106.961
1994-09-05,2095.459
1994-09-06,2103.609
1994-09-07,2104.389
1994-09-08,2089.147
1994-09-09,2070.586
1994-09-12,2032.853
1994-09-13,2043.604
1994-09-14,2050.534
1994-09-15,2050.849
1994-09-16,2059.032
1994-09-19,2049.088
1994-09-20,2045.109
1994-09-21,2026.598
1994-09-22,2028.168
1994-09-23,2027.705
1994-09-26,2029.993
1994-09-27,2013.751
1994-09-28,2014.194
1994-09-29,2030.6
1994-09-30,2028.683
1994-10-03,2030.934
1994-10-04,1998.035
1994-10-05,1979.769
1994-10-06,1976.265
1994-10-07,1967.48
1994-10-10,1988.019
1994-10-11,2003.636
1994-10-12,2002.634
1994-10-13,1998.896
1994-10-14,2005.959
1994-10-17,2014.153
1994-10-18,2003.412
1994-10-19,2013.4
1994-10-20,2016.328
1994-10-21,2034.646
1994-10-24,2037.354
1994-10-25,2021.75
1994-10-26,2017.57
1994-10-27,2032.202
1994-10-28,2021.227
1994-10-31,2044.83
1994-11-01,2027.998
1994-11-02,2011.19
1994-11-03,2009.088
1994-11-04,1999.792
1994-11-07,1979.243
1994-11-08,1967.318
1994-11-09,1982.574
1994-11-10,1971.292
1994-11-11,1952.013
1994-11-14,1926.468
1994-11-15,1941.419
1994-11-16,1940.283
1994-11-17,1922.424
1994-11-18,1921.953
1994-11-21,1909.512
1994-11-22,1877.721
1994-11-23,1857.074
1994-11-24,1885.662
1994-11-25,1910.037
1994-11-28,1911.585
1994-11-29,1891.3
1994-11-30,1890.653
1994-12-01,1900.39
1994-12-02,1880.078
1994-12-05,1897.453
1994-12-06,1891.164
1994-12-07,1869.222
1994-12-08,1875.023
1994-12-09,1850.903
1994-12-12,1842.046
1994-12-13,1852.665
1994-12-14,1863.758
1994-12-15,1895.039
1994-12-16,1897.019
1994-12-19,1900.038
1994-12-20,1898.588
1994-12-21,1905.546
1994-12-22,1908.189
1994-12-23,1909.349
1994-12-28,1935.534
1994-12-29,1932.8
1994-12-30,1912.7
1995-01-03,1904.914
1995-01-04,1886.173
1995-01-05,1869.501
1995-01-06,1867.682
1995-01-09,1858.85
1995-01-10,1855.675
1995-01-11,1859.264
1995-01-12,1861.938
1995-01-13,1858.79
1995-01-16,1879.12
1995-01-17,1880.572
1995-01-18,1888.602
1995-01-19,1894.425
1995-01-20,1878.446
1995-01-23,1861.847
1995-01-24,1862.026
1995-01-25,1850.269
1995-01-27,1862.58
1995-01-30,1856.7
1995-01-31,1830.6
1995-02-01,1833.09
1995-02-02,1856.482
1995-02-03,1847.673
1995-02-06,1862.948
1995-02-07,1845.772
1995-02-08,1823.31
1995-02-09,1833.603
1995-02-10,1846.016
1995-02-13,1846.317
1995-02-14,1834.804
1995-02-15,1842.905
1995-02-16,1860.186
1995-02-17,1856.209
1995-02-20,1853.219
1995-02-21,1857.698
1995-02-22,1879.558
1995-02-23,1893.543
1995-02-24,1911.083
1995-02-27,1893.155
1995-02-28,1920.003
1995-03-01,1917.071
1995-03-02,1915.655
1995-03-03,1902.384
1995-03-06,1891.639
1995-03-07,1891.248
1995-03-08,1883.16
1995-03-09,1877.509
1995-03-10,1868.933
1995-03-13,1884.548
1995-03-14,1885.478
1995-03-15,1904.315
1995-03-16,1908.898
1995-03-17,1921.208
1995-03-20,1904.464
1995-03-21,1914.659
1995-03-22,1892.443
1995-03-23,1890.94
1995-03-24,1897.238
1995-03-27,1908.8
1995-03-28,1899.7
1995-03-29,1893.0
1995-03-30,1884.6
1995-03-31,1906.506
1995-04-03,1899.497
1995-04-04,1936.31
1995-04-05,1982.352
1995-04-06,1980.338
1995-04-07,1983.361
1995-04-10,1982.495
1995-04-11,1992.637
1995-04-12,2010.874
1995-04-13,2020.727
1995-04-18,2040.469
1995-04-19,2040.419
1995-04-20,2026.022
1995-04-21,2000.927
1995-04-24,1999.086
1995-04-26,2009.317
1995-04-27,2032.44
1995-04-28,2050.199
1995-05-01,2039.646
1995-05-02,2026.296
1995-05-03,2037.621
1995-05-04,2065.219
1995-05-05,2065.923
1995-05-08,2066.292
1995-05-09,2077.472
1995-05-10,2056.901
1995-05-11,2036.383
1995-05-12,2038.774
1995-05-15,2048.783
1995-05-16,2044.494
1995-05-17,2042.185
1995-05-18,2020.545
1995-05-19,1996.489
1995-05-22,2009.342
1995-05-23,2034.001
1995-05-24,2038.495
1995-05-25,2045.97
1995-05-26,2023.841
1995-05-29,2013.8
1995-05-30,2021.0
1995-05-31,2019.497
1995-06-01,2020.955
1995-06-02,2006.715
1995-06-05,2011.739
1995-06-06,2020.062
1995-06-07,2015.563
1995-06-08,1998.248
1995-06-09,1984.484
1995-06-13,1978.94
1995-06-14,1966.494
1995-06-15,1961.096
1995-06-16,1974.394
1995-06-19,1973.801
1995-06-20,1970.476
1995-06-21,1974.658
1995-06-22,1988.354
1995-06-23,2026.082
1995-06-26,2033.286
1995-06-27,2026.077
1995-06-28,2034.883
1995-06-29,2034.1
1995-06-30,2017.017
1995-07-03,2003.25
1995-07-04,2012.211
1995-07-05,2022.252
1995-07-06,2021.173
1995-07-07,2045.679
1995-07-10,2079.54
1995-07-11,2091.107
1995-07-12,2094.71
1995-07-13,2120.783
1995-07-14,2113.917
1995-07-17,2103.573
1995-07-18,2110.177
1995-07-19,2091.159
1995-07-20,2077.142
1995-07-21,2122.44
1995-07-24,2119.583
1995-07-25,2117.437
1995-07-26,2134.202
1995-07-27,2118.861
1995-07-28,2119.543
1995-07-31,2116.051
1995-08-01,2118.395
1995-08-02,2138.804
1995-08-03,2141.401
1995-08-04,2153.336
1995-08-07,2152.783
1995-08-08,2146.471
1995-08-09,2149.85
1995-08-10,2138.838
1995-08-11,2127.643
1995-08-14,2117.955
1995-08-15,2132.962
1995-08-16,2125.581
1995-08-17,2111.49
1995-08-18,2101.979
1995-08-21,2108.303
1995-08-22,2104.339
1995-08-23,2101.618
1995-08-24,2112.805
1995-08-25,2117.344
1995-08-28,2126.877
1995-08-29,2124.3
1995-08-30,2132.4
1995-08-31,2133.009
1995-09-01,2133.224
1995-09-04,2123.553
1995-09-05,2123.584
1995-09-06,2147.614
1995-09-07,2142.431
1995-09-08,2139.399
1995-09-11,2143.84
1995-09-12,2145.001
1995-09-13,2161.811
1995-09-14,2150.873
1995-09-15,2165.713
1995-09-18,2166.02
1995-09-19,2163.584
1995-09-20,2162.375
1995-09-21,2148.26
1995-09-22,2139.424
1995-09-25,2130.657
1995-09-26,2128.594
1995-09-27,2125.157
1995-09-28,2117.876
1995-09-29,2135.7
1995-10-02,2137.667
1995-10-03,2132.048
1995-10-04,2103.388
1995-10-05,2102.714
1995-10-06,2098.222
1995-10-09,2090.818
1995-10-10,2062.185
1995-10-11,2068.567
1995-10-12,2078.439
1995-10-13,2098.979
1995-10-16,2109.955
1995-10-17,2108.494
1995-10-18,2111.44
1995-10-19,2111.933
1995-10-20,2106.847
1995-10-23,2089.254
1995-10-24,2080.038
1995-10-25,2090.822
1995-10-26,2086.37
1995-10-27,2067.412
1995-10-30,2067.5
1995-10-31,2073.723
1995-11-01,2055.71
1995-11-02,2059.028
1995-11-03,2091.63
1995-11-06,2106.795
1995-11-07,2109.771
1995-11-08,2110.686
1995-11-09,2131.695
1995-11-10,2126.194
1995-11-13,2122.875
1995-11-14,2124.569
1995-11-15,2110.298
1995-11-16,2106.075
1995-11-17,2119.694
1995-11-20,2126.406
1995-11-21,2138.814
1995-11-22,2147.648
1995-11-23,2150.706
1995-11-24,2150.876
1995-11-27,2157.254
1995-11-28,2155.014
1995-11-29,2160.0
1995-11-30,2158.844
1995-12-01,2163.293
1995-12-04,2202.799
1995-12-05,2203.269
1995-12-06,2198.555
1995-12-07,2198.241
1995-12-08,2186.126
1995-12-11,2204.918
1995-12-12,2215.1
1995-12-13,2225.588
1995-12-14,2222.655
1995-12-15,2220.832
1995-12-18,2207.693
1995-12-19,2182.756
1995-12-20,2199.472
1995-12-21,2203.846
1995-12-22,2206.811
1995-12-27,2201.091
1995-12-28,2199.98
1995-12-29,2203.007
1996-01-02,2226.445
1996-01-03,2258.147
1996-01-04,2258.415
1996-01-05,2260.701
1996-01-08,2274.922
1996-01-09,2262.784
1996-01-10,2238.171
1996-01-11,2248.65
1996-01-12,2239.448
1996-01-15,2233.03
1996-01-16,2245.134
1996-01-17,2250.259
1996-01-18,2250.429
1996-01-19,2247.137
1996-01-22,2260.564
1996-01-23,2246.588
1996-01-24,2235.737
1996-01-25,2253.944
1996-01-29,2279.344
1996-01-30,2265.789
1996-01-31,2288.532
1996-02-01,2285.121
1996-02-02,2293.206
1996-02-05,2271.651
1996-02-06,2269.686
1996-02-07,2273.707
1996-02-08,2275.067
1996-02-09,2271.826
1996-02-12,2263.286
1996-02-13,2289.71
1996-02-14,2300.806
1996-02-15,2298.543
1996-02-16,2297.303
1996-02-19,2265.509
1996-02-20,2245.493
1996-02-21,2238.185
1996-02-22,2254.085
1996-02-23,2264.18
1996-02-26,2266.066
1996-02-27,2258.669
1996-02-28,2265.705
1996-02-29,2290.031
1996-03-01,2313.016
1996-03-04,2323.369
1996-03-05,2307.974
1996-03-06,2301.094
1996-03-07,2269.239
1996-03-08,2267.646
1996-03-11,2187.443
1996-03-12,2228.503
1996-03-13,2209.147
1996-03-14,2210.589
1996-03-15,2234.803
1996-03-18,2234.642
1996-03-19,2256.268
1996-03-20,2249.365
1996-03-21,2262.935
1996-03-22,2244.993
1996-03-25,2255.371
1996-03-26,2261.61
1996-03-27,2259.746
1996-03-28,2236.494
1996-03-29,2225.6
1996-04-01,2230.285
1996-04-02,2236.899
1996-04-03,2233.487
1996-04-04,2222.518
1996-04-09,2220.96
1996-04-10,2225.392
1996-04-11,2234.836
1996-04-12,2247.193
1996-04-15,2263.328
1996-04-16,2259.79
1996-04-17,2266.827
1996-04-18,2256.566
1996-04-19,2265.803
1996-04-22,2267.411
1996-04-23,2300.021
1996-04-24,2316.266
1996-04-26,2326.049
1996-04-29,2320.017
1996-04-30,2316.765
1996-05-01,2313.407
1996-05-02,2323.036
1996-05-03,2299.013
1996-05-06,2297.183
1996-05-07,2308.343
1996-05-08,2298.465
1996-05-09,2280.331
1996-05-10,2257.368
1996-05-13,2256.882
1996-05-14,2261.814
1996-05-15,2260.196
1996-05-16,2245.461
1996-05-17,2251.605
1996-05-20,2251.203
1996-05-21,2242.855
1996-05-22,2244.134
1996-05-23,2257.067
1996-05-24,2254.221
1996-05-27,2261.05
1996-05-28,2262.682
1996-05-29,2264.152
1996-05-30,2253.349
1996-05-31,2266.071
1996-06-03,2230.213
1996-06-04,2236.045
1996-06-05,2229.712
1996-06-06,2213.812
1996-06-07,2220.11
1996-06-11,2221.697
1996-06-12,2212.137
1996-06-13,2200.569
1996-06-14,2216.214
1996-06-17,2207.538
1996-06-18,2228.289
1996-06-19,2233.244
1996-06-20,2248.53
1996-06-21,2255.583
1996-06-24,2258.747
1996-06-25,2254.259
1996-06-26,2252.759
1996-06-27,2241.834
1996-06-28,2242.079
1996-07-01,2245.057
1996-07-02,2256.29
1996-07-03,2235.805
