DATE,AS30
2001-04-02,3141.095
2001-04-03,3138.86
2001-04-04,3138.873
2001-04-05,3164.117
2001-04-06,3175.486
2001-04-09,3158.469
2001-04-10,3169.606
2001-04-11,3198.549
2001-04-12,3216.117
2001-04-17,3199.788
2001-04-18,3219.528
2001-04-19,3263.625
2001-04-20,3243.696
2001-04-23,3241.467
2001-04-24,3241.479
2001-04-26,3253.908
2001-04-27,3237.0
2001-04-30,3270.334
2001-05-01,3268.601
2001-05-02,3271.531
2001-05-03,3288.801
2001-05-04,3279.912
2001-05-07,3293.93
2001-05-08,3279.939
2001-05-09,3286.872
2001-05-10,3325.053
2001-05-11,3326.269
2001-05-14,3319.214
2001-05-15,3326.611
2001-05-16,3316.768
2001-05-17,3344.798
2001-05-18,3339.934
2001-05-21,3369.162
2001-05-22,3370.707
2001-05-23,3361.992
2001-05-24,3350.509
2001-05-25,3361.725
2001-05-28,3356.816
2001-05-29,3348.415
2001-05-30,3337.9
2001-05-31,3317.184
2001-06-01,3327.298
2001-06-04,3359.335
2001-06-05,3354.52
2001-06-06,3355.156
2001-06-07,3367.243
2001-06-08,3365.353
2001-06-12,3335.092
2001-06-13,3324.505
2001-06-14,3344.6
2001-06-15,3351.151
2001-06-18,3322.3
2001-06-19,3322.684
2001-06-20,3348.1
2001-06-21,3346.9
2001-06-22,3364.721
2001-06-25,3355.611
2001-06-26,3369.987
2001-06-27,3347.548
2001-06-28,3358.2
2001-06-29,3425.192
2001-07-02,3377.68
2001-07-03,3390.054
2001-07-04,3372.167
2001-07-05,3325.25
2001-07-06,3302.201
2001-07-09,3289.818
2001-07-10,3304.22
2001-07-11,3323.889
2001-07-12,3337.843
2001-07-13,3342.056
2001-07-16,3365.272
2001-07-17,3347.53
2001-07-18,3339.645
2001-07-19,3338.989
2001-07-20,3324.9
2001-07-23,3317.258
2001-07-24,3298.005
2001-07-25,3265.131
2001-07-26,3231.933
2001-07-27,3240.49
2001-07-30,3263.242
2001-07-31,3270.775
2001-08-01,3316.969
2001-08-02,3346.112
2001-08-03,3348.177
2001-08-06,3347.927
2001-08-07,3348.12
2001-08-08,3344.121
2001-08-09,3358.183
2001-08-10,3343.873
2001-08-13,3327.189
2001-08-14,3315.533
2001-08-15,3307.821
2001-08-16,3273.47
2001-08-17,3275.408
2001-08-20,3237.038
2001-08-21,3263.482
2001-08-22,3255.105
2001-08-23,3264.215
2001-08-24,3288.239
2001-08-27,3308.112
2001-08-28,3310.074
2001-08-29,3288.445
2001-08-30,3264.851
2001-08-31,3217.763
2001-09-03,3215.891
2001-09-04,3228.171
2001-09-05,3231.107
2001-09-06,3208.435
2001-09-07,3178.698
2001-09-10,3183.469
2001-09-11,3183.185
2001-09-12,3051.278
2001-09-13,3069.373
2001-09-14,3040.825
2001-09-17,2895.411
2001-09-18,2948.511
2001-09-19,2974.091
2001-09-20,2924.655
2001-09-21,2884.484
2001-09-24,2867.412
2001-09-25,2904.508
2001-09-26,2932.067
2001-09-27,2941.62
2001-09-28,2987.953
2001-10-01,3034.755
2001-10-02,3074.159
2001-10-03,3061.529
2001-10-04,3067.477
2001-10-05,3114.174
2001-10-08,3075.816
2001-10-09,3087.69
2001-10-10,3073.661
2001-10-11,3133.096
2001-10-12,3159.007
2001-10-15,3133.855
2001-10-16,3145.755
2001-10-17,3170.043
2001-10-18,3134.139
2001-10-19,3111.376
2001-10-22,3116.756
2001-10-23,3149.27
2001-10-24,3182.088
2001-10-25,3189.103
2001-10-26,3209.772
2001-10-29,3189.782
2001-10-30,3187.405
2001-10-31,3185.298
2001-11-01,3185.684
2001-11-02,3176.872
2001-11-05,3164.151
2001-11-06,3219.261
2001-11-07,3190.398
2001-11-08,3205.289
2001-11-09,3221.368
2001-11-12,3238.737
2001-11-13,3224.854
2001-11-14,3266.982
2001-11-15,3275.974
2001-11-16,3257.453
2001-11-19,3267.3
2001-11-20,3288.293
2001-11-21,3272.49
2001-11-22,3262.364
2001-11-23,3270.638
2001-11-26,3284.659
2001-11-27,3291.442
2001-11-28,3290.716
2001-11-29,3267.513
2001-11-30,3276.918
2001-12-03,3268.565
2001-12-04,3263.159
2001-12-05,3286.258
2001-12-06,3293.084
2001-12-07,3312.7
2001-12-10,3301.576
2001-12-11,3300.052
2001-12-12,3265.33
2001-12-13,3259.003
2001-12-14,3237.674
2001-12-17,3235.999
2001-12-18,3264.424
2001-12-19,3267.726
2001-12-20,3286.149
2001-12-21,3314.068
2001-12-24,3328.698
2001-12-27,3354.662
2001-12-28,3363.758
2001-12-31,3359.622
2002-01-02,3384.54
2002-01-03,3358.526
2002-01-04,3374.298
2002-01-07,3385.313
2002-01-08,3364.165
2002-01-09,3354.886
2002-01-10,3351.838
2002-01-11,3360.089
2002-01-14,3350.365
2002-01-15,3348.718
2002-01-16,3367.215
2002-01-17,3336.159
2002-01-18,3331.249
2002-01-21,3342.748
2002-01-22,3362.597
2002-01-23,3363.78
2002-01-24,3371.85
2002-01-25,3382.687
2002-01-29,3392.732
2002-01-30,3374.165
2002-01-31,3403.985
2002-02-01,3386.033
2002-02-04,3405.744
2002-02-05,3393.307
2002-02-06,3368.641
2002-02-07,3358.818
2002-02-08,3393.861
2002-02-11,3418.832
2002-02-12,3423.115
2002-02-13,3414.954
2002-02-14,3424.413
2002-02-15,3420.43
2002-02-18,3412.826
2002-02-19,3414.127
2002-02-20,3382.568
2002-02-21,3379.733
2002-02-22,3366.687
2002-02-25,3367.94
2002-02-26,3380.057
2002-02-27,3358.574
2002-02-28,3358.574
2002-03-01,3362.123
2002-03-04,3369.613
2002-03-05,3381.731
2002-03-06,3396.487
2002-03-07,3439.978
2002-03-08,3428.118
2002-03-11,3422.058
2002-03-12,3407.928
2002-03-13,3396.022
2002-03-14,3398.021
2002-03-15,3356.702
2002-03-18,3399.977
2002-03-19,3405.648
2002-03-20,3411.836
2002-03-21,3383.861
2002-03-22,3381.554
2002-03-25,3373.157
2002-03-26,3335.527
2002-03-27,3360.449
2002-03-28,3363.342
2002-04-02,3338.89
2002-04-03,3328.974
2002-04-04,3322.939
2002-04-05,3340.223
2002-04-08,3340.275
2002-04-09,3315.148
2002-04-10,3327.182
2002-04-11,3319.846
2002-04-12,3307.728
2002-04-15,3319.626
2002-04-16,3336.949
2002-04-17,3350.557
2002-04-18,3356.04
2002-04-19,3355.39
2002-04-22,3362.099
2002-04-23,3351.463
2002-04-24,3324.116
2002-04-26,3329.198
2002-04-29,3304.171
2002-04-30,3299.502
2002-05-01,3308.841
2002-05-02,3311.342
2002-05-03,3314.471
2002-05-06,3293.46
2002-05-07,3273.721
2002-05-08,3287.371
2002-05-09,3285.45
2002-05-10,3279.141
2002-05-13,3252.247
2002-05-14,3263.066
2002-05-15,3324.673
2002-05-16,3343.184
2002-05-17,3361.824
2002-05-20,3344.787
2002-05-21,3328.633
2002-05-22,3340.889
2002-05-23,3324.844
2002-05-24,3338.29
2002-05-27,3333.289
2002-05-28,3335.737
2002-05-29,3333.181
2002-05-30,3338.471
2002-05-31,3325.074
2002-06-03,3328.183
2002-06-04,3301.095
2002-06-05,3303.648
2002-06-06,3298.75
2002-06-07,3295.704
2002-06-11,3277.83
2002-06-12,3277.227
2002-06-13,3264.717
2002-06-14,3246.363
2002-06-17,3251.242
2002-06-18,3261.652
2002-06-19,3230.713
2002-06-20,3230.749
2002-06-21,3204.499
2002-06-24,3186.372
2002-06-25,3176.667
2002-06-26,3129.726
2002-06-27,3160.877
2002-06-28,3163.241
2002-07-01,3175.679
2002-07-02,3159.157
2002-07-03,3132.858
2002-07-04,3156.633
2002-07-05,3164.259
2002-07-08,3181.116
2002-07-09,3205.4
2002-07-10,3175.156
2002-07-11,3142.1
2002-07-12,3146.038
2002-07-15,3135.326
2002-07-16,3106.925
2002-07-17,3072.508
2002-07-18,3099.54
2002-07-19,3057.961
2002-07-22,3034.581
2002-07-23,3034.566
2002-07-24,2965.097
2002-07-25,2990.626
2002-07-26,2941.138
2002-07-29,2984.176
2002-07-30,3030.499
2002-07-31,3032.637
2002-08-01,3024.104
2002-08-02,3002.809
2002-08-05,2960.459
2002-08-06,2937.826
2002-08-07,2999.404
2002-08-08,3024.201
2002-08-09,3052.833
2002-08-12,3052.077
2002-08-13,3058.304
2002-08-14,3046.384
2002-08-15,3076.779
2002-08-16,3084.233
2002-08-19,3099.324
2002-08-20,3126.232
2002-08-21,3113.803
2002-08-22,3142.958
2002-08-23,3133.438
2002-08-26,3125.666
2002-08-27,3110.861
2002-08-28,3090.353
2002-08-29,3082.853
2002-08-30,3073.661
2002-09-02,3083.711
2002-09-03,3095.358
2002-09-04,3047.529
2002-09-05,3065.823
2002-09-06,3042.128
2002-09-09,3069.288
2002-09-10,3060.616
2002-09-11,3097.59
2002-09-12,3090.915
2002-09-13,3079.994
2002-09-16,3075.277
2002-09-17,3105.145
2002-09-18,3070.692
2002-09-19,3044.149
2002-09-20,3027.24
2002-09-23,3001.045
2002-09-24,2988.074
2002-09-25,2946.604
2002-09-26,2945.805
2002-09-27,2965.618
2002-09-30,2928.344
2002-10-01,2940.493
2002-10-02,2952.019
2002-10-03,2951.843
2002-10-04,2944.443
2002-10-07,2895.608
2002-10-08,2901.221
2002-10-09,2869.547
2002-10-10,2855.485
2002-10-11,2882.96
2002-10-14,2915.612
2002-10-15,2946.452
2002-10-16,2948.784
2002-10-17,2946.59
2002-10-18,2967.334
2002-10-21,2947.845
2002-10-22,2960.659
2002-10-23,2987.205
2002-10-24,2978.8
2002-10-25,2967.381
2002-10-28,2989.785
2002-10-29,2967.402
2002-10-30,2960.027
2002-10-31,2995.033
2002-11-01,2966.69
2002-11-04,3009.546
2002-11-05,3007.73
2002-11-06,3035.984
2002-11-07,3001.909
2002-11-08,2972.557
2002-11-11,2937.378
2002-11-12,2942.933
2002-11-13,2932.151
2002-11-14,2922.171
2002-11-15,2964.75
2002-11-18,2960.829
2002-11-19,2951.38
2002-11-20,2969.037
2002-11-21,2984.78
2002-11-22,2999.4
2002-11-25,3004.928
2002-11-26,2979.293
2002-11-27,2968.169
2002-11-28,3007.218
2002-11-29,3025.202
2002-12-02,3047.607
2002-12-03,3037.168
2002-12-04,2993.417
2002-12-05,3003.964
2002-12-06,2990.706
2002-12-09,2987.925
2002-12-10,2955.688
2002-12-11,2939.502
2002-12-12,2955.676
2002-12-13,2941.218
2002-12-16,2921.858
2002-12-17,2957.246
2002-12-18,2956.998
2002-12-19,2959.235
2002-12-20,2978.805
2002-12-23,2999.14
2002-12-24,2998.751
2002-12-27,2991.438
2002-12-30,2960.544
2002-12-31,2975.494
2003-01-02,2996.201
2003-01-03,3025.73
2003-01-06,3044.811
2003-01-07,3043.185
2003-01-08,3042.381
2003-01-09,3035.627
2003-01-10,3035.105
2003-01-13,3042.507
2003-01-14,3048.997
2003-01-15,3049.596
2003-01-16,3030.328
2003-01-17,3024.715
2003-01-20,3028.13
2003-01-21,3024.106
2003-01-22,2999.119
2003-01-23,2997.834
2003-01-24,3000.063
2003-01-28,2940.454
2003-01-29,2929.901
2003-01-30,2943.0
2003-01-31,2935.449
2003-02-03,2920.55
2003-02-04,2926.142
2003-02-05,2898.32
2003-02-06,2868.225
2003-02-07,2886.122
2003-02-10,2870.18
2003-02-11,2859.996
2003-02-12,2867.064
2003-02-13,2820.451
2003-02-14,2804.442
2003-02-17,2829.491
2003-02-18,2828.86
2003-02-19,2849.887
2003-02-20,2806.499
2003-02-21,2804.389
2003-02-24,2837.222
2003-02-25,2780.514
2003-02-26,2804.203
2003-02-27,2774.719
2003-02-28,2778.375
2003-03-03,2791.614
2003-03-04,2786.975
2003-03-05,2749.663
2003-03-06,2746.97
2003-03-07,2715.028
2003-03-10,2711.118
2003-03-11,2691.675
2003-03-12,2687.056
2003-03-13,2673.279
2003-03-14,2724.209
2003-03-17,2711.045
2003-03-18,2804.384
2003-03-19,2814.68
2003-03-20,2835.766
2003-03-21,2839.431
2003-03-24,2828.477
2003-03-25,2822.225
2003-03-26,2858.379
2003-03-27,2855.004
2003-03-28,2861.212
2003-03-31,2848.58
2003-04-01,2844.2
2003-04-02,2847.377
2003-04-03,2874.094
2003-04-04,2896.338
2003-04-07,2941.616
2003-04-08,2940.554
2003-04-09,2915.698
2003-04-10,2904.653
2003-04-11,2908.25
2003-04-14,2905.513
2003-04-15,2932.356
2003-04-16,2944.371
2003-04-17,2917.027
2003-04-22,2942.219
2003-04-23,2963.965
2003-04-24,2961.724
2003-04-28,2934.75
2003-04-29,2971.244
2003-04-30,2970.872
2003-05-01,2965.595
2003-05-02,2941.035
2003-05-05,2947.986
2003-05-06,2937.515
2003-05-07,2944.216
2003-05-08,2927.488
2003-05-09,2928.208
2003-05-12,2945.548
2003-05-13,2952.058
2003-05-14,2942.946
2003-05-15,2931.016
2003-05-16,2924.429
2003-05-19,2922.542
2003-05-20,2908.55
2003-05-21,2914.859
2003-05-22,2935.67
2003-05-23,2966.29
2003-05-26,2965.007
2003-05-27,2950.806
2003-05-28,2976.111
2003-05-29,2983.585
2003-05-30,2979.787
2003-06-02,3004.274
2003-06-03,2991.874
2003-06-04,2996.591
2003-06-05,3007.984
2003-06-06,3018.063
2003-06-10,3023.3
2003-06-11,3036.895
2003-06-12,3050.229
2003-06-13,3053.431
2003-06-16,3056.298
2003-06-17,3077.032
2003-06-18,3057.673
2003-06-19,3070.94
2003-06-20,3055.243
2003-06-23,3059.039
2003-06-24,3035.221
2003-06-25,3031.86
2003-06-26,2997.037
2003-06-27,3017.962
2003-06-30,2999.704
2003-07-01,3009.231
2003-07-02,3003.399
2003-07-03,3017.07
2003-07-04,3000.763
2003-07-07,3005.444
2003-07-08,3013.558
2003-07-09,3008.289
2003-07-10,3022.737
2003-07-11,3022.797
2003-07-14,3053.439
2003-07-15,3060.958
2003-07-16,3075.17
2003-07-17,3067.466
2003-07-18,3064.945
2003-07-21,3070.377
2003-07-22,3048.491
2003-07-23,3068.051
2003-07-24,3073.004
2003-07-25,3081.282
2003-07-28,3103.084
2003-07-29,3092.977
2003-07-30,3076.946
2003-07-31,3106.685
2003-08-01,3125.958
2003-08-04,3115.831
2003-08-05,3123.354
2003-08-06,3118.636
2003-08-07,3124.4
2003-08-08,3135.655
2003-08-11,3136.502
2003-08-12,3134.542
2003-08-13,3150.358
2003-08-14,3143.167
2003-08-15,3142.828
2003-08-18,3158.321
2003-08-19,3165.039
2003-08-20,3167.698
2003-08-21,3169.922
2003-08-22,3180.357
2003-08-25,3174.95
2003-08-26,3167.328
2003-08-27,3178.235
2003-08-28,3196.904
2003-08-29,3202.858
2003-09-01,3212.117
2003-09-02,3223.854
2003-09-03,3219.167
2003-09-04,3233.826
2003-09-05,3220.066
2003-09-08,3233.008
2003-09-09,3237.531
2003-09-10,3220.062
2003-09-11,3197.126
2003-09-12,3195.225
2003-09-15,3191.608
2003-09-16,3197.247
2003-09-17,3221.51
2003-09-18,3225.029
2003-09-19,3223.401
2003-09-22,3200.179
2003-09-23,3187.159
2003-09-24,3214.331
2003-09-25,3180.221
2003-09-26,3175.728
2003-09-29,3170.285
2003-09-30,3176.211
2003-10-01,3164.701
2003-10-02,3203.425
2003-10-03,3205.676
2003-10-06,3222.925
2003-10-07,3225.36
2003-10-08,3247.799
2003-10-09,3256.88
2003-10-10,3266.165
2003-10-13,3282.965
2003-10-14,3291.592
2003-10-15,3291.935
2003-10-16,3302.305
2003-10-17,3301.3
2003-10-20,3295.0
2003-10-21,3310.57
2003-10-22,3305.3
2003-10-23,3274.1
2003-10-24,3266.2
2003-10-27,3254.9
2003-10-28,3254.3
2003-10-29,3274.7
2003-10-30,3284.6
2003-10-31,3282.4
2003-11-03,3268.8
2003-11-04,3279.5
2003-11-05,3255.8
2003-11-06,3257.9
2003-11-07,3265.5
2003-11-10,3248.1
2003-11-11,3217.7
2003-11-12,3217.4
2003-11-13,3230.3
2003-11-14,3215.4
2003-11-17,3188.4
2003-11-18,3185.4
2003-11-19,3189.1
2003-11-20,3192.7
2003-11-21,3175.3
2003-11-24,3175.7
2003-11-25,3197.4
2003-11-26,3198.7
2003-11-27,3194.3
2003-11-28,3195.7
2003-12-01,3180.3
2003-12-02,3196.7
2003-12-03,3220.1
2003-12-04,3231.9
2003-12-05,3232.1
2003-12-08,3226.2
2003-12-09,3219.5
2003-12-10,3212.9
2003-12-11,3193.7
2003-12-12,3216.3
2003-12-15,3252.0
2003-12-16,3221.3
2003-12-17,3235.5
2003-12-18,3229.5
2003-12-19,3238.5
2003-12-22,3261.2
2003-12-23,3261.6
2003-12-24,3271.0
2003-12-29,3286.4
2003-12-30,3300.8
2003-12-31,3306.0
2004-01-02,3309.8
2004-01-05,3296.5
2004-01-06,3325.4
2004-01-07,3309.9
2004-01-08,3304.6
2004-01-09,3307.1
2004-01-12,3308.7
2004-01-13,3300.8
2004-01-14,3314.7
2004-01-15,3312.6
2004-01-16,3298.1
2004-01-19,3312.5
2004-01-20,3320.8
2004-01-21,3320.7
2004-01-22,3339.4
2004-01-23,3346.2
2004-01-27,3324.7
2004-01-28,3292.2
2004-01-29,3276.6
2004-01-30,3283.6
2004-02-02,3287.2
2004-02-03,3277.8
2004-02-04,3279.8
2004-02-05,3274.9
2004-02-06,3285.0
2004-02-09,3300.0
2004-02-10,3301.2
2004-02-11,3315.3
2004-02-12,3339.9
2004-02-13,3347.8
2004-02-16,3337.2
2004-02-17,3346.4
2004-02-18,3365.2
2004-02-19,3366.9
2004-02-20,3359.5
2004-02-23,3354.3
2004-02-24,3344.2
2004-02-25,3346.5
2004-02-26,3358.1
2004-02-27,3372.5
2004-03-01,3389.9
2004-03-02,3398.2
2004-03-03,3399.0
2004-03-04,3399.7
2004-03-05,3416.3
2004-03-08,3425.5
2004-03-09,3427.2
2004-03-10,3414.3
2004-03-11,3411.9
2004-03-12,3402.1
2004-03-15,3410.33
2004-03-16,3410.1
2004-03-17,3432.3
2004-03-18,3424.6
2004-03-19,3429.8
2004-03-22,3399.6
2004-03-23,3388.0
2004-03-24,3385.2
2004-03-25,3395.7
2004-03-26,3424.2
2004-03-29,3409.1
2004-03-30,3417.0
2004-03-31,3416.5
2004-04-01,3443.9
2004-04-02,3437.4
2004-04-05,3453.2
2004-04-06,3456.0
2004-04-07,3456.1
2004-04-08,3456.6
2004-04-13,3443.8
2004-04-14,3440.8
2004-04-15,3425.7
2004-04-16,3424.3
2004-04-19,3439.7
2004-04-20,3457.2
2004-04-21,3444.7
2004-04-22,3441.9
2004-04-23,3461.5
2004-04-26,3455.4
2004-04-27,3452.3
2004-04-28,3450.4
2004-04-29,3407.8
2004-04-30,3407.7
2004-05-03,3388.0
2004-05-04,3398.4
2004-05-05,3413.7
2004-05-06,3406.5
2004-05-07,3401.2
2004-05-10,3361.9
2004-05-11,3362.9
2004-05-12,3383.9
2004-05-13,3376.2
2004-05-14,3366.8
2004-05-17,3349.4
2004-05-18,3372.5
2004-05-19,3389.8
2004-05-20,3378.9
2004-05-21,3394.2
2004-05-24,3398.4
2004-05-25,3393.7
2004-05-26,3422.3
2004-05-27,3441.2
2004-05-28,3447.2
2004-05-31,3456.9
2004-06-01,3454.7
2004-06-02,3473.1
2004-06-03,3465.6
2004-06-04,3466.6
2004-06-07,3482.3
2004-06-08,3482.4
2004-06-09,3466.6
2004-06-10,3469.1
2004-06-11,3478.1
2004-06-15,3467.5
2004-06-16,3484.6
2004-06-17,3506.8
2004-06-18,3523.3
2004-06-21,3547.4
2004-06-22,3533.9
2004-06-23,3545.3
2004-06-24,3524.8
2004-06-25,3523.0
2004-06-28,3518.5
2004-06-29,3517.5
2004-06-30,3530.3
2004-07-01,3534.0
2004-07-02,3531.4
2004-07-05,3534.4
2004-07-06,3551.5
2004-07-07,3559.9
2004-07-08,3562.8
2004-07-09,3558.903
2004-07-12,3554.025
2004-07-13,3554.9
2004-07-14,3524.1
2004-07-15,3527.7
2004-07-16,3533.473
2004-07-19,3535.1
2004-07-20,3507.1
2004-07-21,3528.1
2004-07-22,3505.507
2004-07-23,3495.737
2004-07-26,3495.6
2004-07-27,3500.1
2004-07-28,3510.3
2004-07-29,3512.6
2004-07-30,3546.1
2004-08-02,3554.6
2004-08-03,3565.3
2004-08-04,3555.5
2004-08-05,3546.2
2004-08-06,3538.9
2004-08-09,3519.5
2004-08-10,3509.2
2004-08-11,3520.1
2004-08-12,3495.7
2004-08-13,3489.1
2004-08-16,3480.7
2004-08-17,3495.4
2004-08-18,3488.6
2004-08-19,3498.3
2004-08-20,3507.8
2004-08-23,3535.1
2004-08-24,3539.7
2004-08-25,3530.4
2004-08-26,3537.9
2004-08-27,3568.7
2004-08-30,3562.4
2004-08-31,3562.9
2004-09-01,3582.6
2004-09-02,3594.7
2004-09-03,3584.4
2004-09-06,3584.8
2004-09-07,3595.6
2004-09-08,3595.9
2004-09-09,3598.4
2004-09-10,3602.5
2004-09-13,3615.5
2004-09-14,3630.2
2004-09-15,3636.5
2004-09-16,3636.7
2004-09-17,3643.9
2004-09-20,3641.4
2004-09-21,3642.3
2004-09-22,3652.6
2004-09-23,3645.9
2004-09-24,3635.6
2004-09-27,3632.8
2004-09-28,3637.9
2004-09-29,3667.1
2004-09-30,3674.7
2004-10-01,3669.0
2004-10-04,3703.1
2004-10-05,3705.0
2004-10-06,3709.0
2004-10-07,3710.5
2004-10-08,3696.0
2004-10-11,3714.6
2004-10-12,3727.1
2004-10-13,3734.0
2004-10-14,3719.9
2004-10-15,3730.7
2004-10-18,3721.2
2004-10-19,3728.0
2004-10-20,3710.9
2004-10-21,3715.7
2004-10-22,3720.7
2004-10-25,3694.4
2004-10-26,3718.2
2004-10-27,3753.7
2004-10-28,3784.0
2004-10-29,3786.3
2004-11-01,3797.4
2004-11-02,3805.6
2004-11-03,3839.2
2004-11-04,3849.8
2004-11-05,3854.5
2004-11-08,3832.9
2004-11-09,3846.6
2004-11-10,3857.7
2004-11-11,3873.6
2004-11-12,3872.6
2004-11-15,3890.9
2004-11-16,3879.9
2004-11-17,3889.9
2004-11-18,3893.4
2004-11-19,3887.3
2004-11-22,3846.8
2004-11-23,3878.9
2004-11-24,3894.7
2004-11-25,3914.8
2004-11-26,3922.9
2004-11-29,3938.1
2004-11-30,3942.8
2004-12-01,3914.3
2004-12-02,3955.1
2004-12-03,3951.4
2004-12-06,3959.9
2004-12-07,3940.7
2004-12-08,3909.8
2004-12-09,3898.9
2004-12-10,3911.4
2004-12-13,3919.5
2004-12-14,3936.8
2004-12-15,3953.0
2004-12-16,3982.3
2004-12-17,3995.3
2004-12-20,3998.4
2004-12-21,4018.3
2004-12-22,4037.4
2004-12-23,4029.4
2004-12-24,4049.3
2004-12-29,4044.0
2004-12-30,4057.0
2004-12-31,4053.1
2005-01-04,4060.7
2005-01-05,4043.4
2005-01-06,4033.3
2005-01-07,4062.8
2005-01-10,4071.7
2005-01-11,4070.3
2005-01-12,4068.3
2005-01-13,4069.1
2005-01-14,4062.9
2005-01-17,4079.0
2005-01-18,4065.5
2005-01-19,4055.7
2005-01-20,4038.5
2005-01-21,4046.4
2005-01-24,4047.6
2005-01-25,4056.4
2005-01-27,4101.2
2005-01-28,4096.4
2005-01-31,4106.6
2005-02-01,4127.2
2005-02-02,4141.2
2005-02-03,4146.3
2005-02-04,4156.2
2005-02-07,4182.9
2005-02-08,4172.3
2005-02-09,4163.2
2005-02-10,4160.0
2005-02-11,4160.7
2005-02-14,4143.0
2005-02-15,4136.3
2005-02-16,4142.41
2005-02-17,4155.0
2005-02-18,4151.7
2005-02-21,4153.6
2005-02-22,4138.4
2005-02-23,4103.4
2005-02-24,4086.656
2005-02-25,4116.4
2005-02-28,4156.5
2005-03-01,4164.3
2005-03-02,4172.2
2005-03-03,4185.8
2005-03-04,4201.9
2005-03-07,4218.597
2005-03-08,4223.3
2005-03-09,4223.0
2005-03-10,4199.2
2005-03-11,4192.477
2005-03-14,4218.6
2005-03-15,4210.9
2005-03-16,4229.9
2005-03-17,4217.3
2005-03-18,4236.8
2005-03-21,4255.8
2005-03-22,4225.5
2005-03-23,4164.6
2005-03-24,4131.6
2005-03-29,4091.9
2005-03-30,4083.6
2005-03-31,4100.7
2005-04-01,4126.4
2005-04-04,4109.2
2005-04-05,4117.2
2005-04-06,4106.2
2005-04-07,4112.4
2005-04-08,4148.5
2005-04-11,4115.8
2005-04-12,4123.4
2005-04-13,4115.0
2005-04-14,4063.3
2005-04-15,3993.2
2005-04-18,3936.5
2005-04-19,3996.4
2005-04-20,4001.9
2005-04-21,3988.7
2005-04-22,4009.6
2005-04-26,3999.1
2005-04-27,3987.5
2005-04-28,3975.3
2005-04-29,3943.1
2005-05-02,3969.2
2005-05-03,3943.6
2005-05-04,3905.5
2005-05-05,3915.0
2005-05-06,3939.8
2005-05-09,3956.8
2005-05-10,3949.1
2005-05-11,3958.6
2005-05-12,3979.2
2005-05-13,3965.4
2005-05-16,3923.8
2005-05-17,3911.7
2005-05-18,3940.5
2005-05-19,3993.7
2005-05-20,3990.8
2005-05-23,4024.3
2005-05-24,4054.3
2005-05-25,4047.3
2005-05-26,4050.4
2005-05-27,4073.9
2005-05-30,4089.5
2005-05-31,4070.4
2005-06-01,4103.7
2005-06-02,4136.4
2005-06-03,4149.2
2005-06-06,4154.6
2005-06-07,4160.1
2005-06-08,4173.3
2005-06-09,4168.9
2005-06-10,4180.0
2005-06-14,4189.6
2005-06-15,4203.8
2005-06-16,4221.3
2005-06-17,4267.3
2005-06-20,4262.3
2005-06-21,4255.3
2005-06-22,4232.1
2005-06-23,4225.6
2005-06-24,4203.8
2005-06-27,4191.2
2005-06-28,4222.0
2005-06-29,4216.6
2005-06-30,4229.9
2005-07-01,4224.1
2005-07-04,4234.7
2005-07-05,4253.6
2005-07-06,4234.1
2005-07-07,4197.6
2005-07-08,4193.8
2005-07-11,4226.6
2005-07-12,4225.1
2005-07-13,4240.2
2005-07-14,4257.7
2005-07-15,4254.2
2005-07-18,4259.9
2005-07-19,4239.8
2005-07-20,4263.3
2005-07-21,4302.7
2005-07-22,4324.2
2005-07-25,4335.6
2005-07-26,4338.1
2005-07-27,4347.6
2005-07-28,4329.1
2005-07-29,4346.7
2005-08-01,4337.6
2005-08-02,4343.4
2005-08-03,4325.9
2005-08-04,4327.1
2005-08-05,4333.1
2005-08-08,4365.2
2005-08-09,4374.5
2005-08-10,4384.8
2005-08-11,4424.3
2005-08-12,4431.8
2005-08-15,4425.5
2005-08-16,4446.3
2005-08-17,4429.9
2005-08-18,4410.2
2005-08-19,4429.9
2005-08-22,4462.7
2005-08-23,4451.6
2005-08-24,4417.048
2005-08-25,4393.577
2005-08-26,4419.1
2005-08-29,4368.6
2005-08-30,4407.4
2005-08-31,4413.5
2005-09-01,4460.1
2005-09-02,4435.9
2005-09-05,4417.2
2005-09-06,4422.3
2005-09-07,4456.3
2005-09-08,4439.8
2005-09-09,4432.7
2005-09-12,4437.5
2005-09-13,4456.3
2005-09-14,4473.6
2005-09-15,4466.4
2005-09-16,4499.4
2005-09-19,4499.6
2005-09-20,4527.2
2005-09-21,4501.8
2005-09-22,4511.6
2005-09-23,4514.0
2005-09-26,4565.3
2005-09-27,4576.7
2005-09-28,4575.2
2005-09-29,4617.4
2005-09-30,4592.6
2005-10-03,4593.2
2005-10-04,4591.5
2005-10-05,4496.8
2005-10-06,4401.8
2005-10-07,4400.1
2005-10-10,4427.9
2005-10-11,4392.3
2005-10-12,4429.4
2005-10-13,4394.9
2005-10-14,4371.3
2005-10-17,4389.9
2005-10-18,4422.5
2005-10-19,4345.9
2005-10-20,4345.1
2005-10-21,4325.2
2005-10-24,4317.3
2005-10-25,4350.8
2005-10-26,4400.6
2005-10-27,4389.2
2005-10-28,4340.5
2005-10-31,4412.7
2005-11-01,4425.0
2005-11-02,4408.8
2005-11-03,4460.9
2005-11-04,4468.3
2005-11-07,4460.8
